»’∆⁄,π…∆±¥˙¬Î,√˚≥∆, ’≈Ãº€,◊Ó∏ﬂº€,◊ÓµÕº€,ø™≈Ãº€,«∞ ’≈Ã,’«µ¯∂Ó,’«µ¯∑˘,ªª ÷¬ ,≥…Ωª¡ø,≥…ΩªΩ∂Ó,◊‹ –÷µ,¡˜Õ® –÷µ
2017-12-15,'002832,±»“Ù¿’∑“,56.75,57.58,56.18,56.61,57.59,-0.84,-1.4586,0.4008,106900,6062395.0,6053522500.0,1513522500.0
2017-12-14,'002832,±»“Ù¿’∑“,57.59,57.85,56.2,57.85,57.75,-0.16,-0.2771,0.6573,175307,9978603.1,6143125300.0,1535925300.0
2017-12-13,'002832,±»“Ù¿’∑“,57.75,58.58,57.1,58.13,58.5,-0.75,-1.2821,0.5433,144900,8378836.0,6160192500.0,1540192500.0
2017-12-12,'002832,±»“Ù¿’∑“,58.5,58.9,58.01,58.68,58.8,-0.3,-0.5102,0.5816,155116,9053919.8,6240195000.0,1560195000.0
2017-12-11,'002832,±»“Ù¿’∑“,58.8,59.43,58.51,59.0,58.99,-0.19,-0.3221,0.4301,114716,6749492.2,6272196000.0,1568196000.0
2017-12-08,'002832,±»“Ù¿’∑“,58.99,59.66,58.25,58.25,59.01,-0.02,-0.0339,0.4553,121423,7178780.23,6292463300.0,1573263300.0
2017-12-07,'002832,±»“Ù¿’∑“,59.01,59.85,58.08,59.11,59.01,0.0,0.0,0.9761,260323,15349609.38,6294596700.0,1573796700.0
2017-12-06,'002832,±»“Ù¿’∑“,59.01,59.5,58.01,58.32,58.32,0.69,1.1831,0.3465,92400,5420651.0,6294596700.0,1573796700.0
2017-12-05,'002832,±»“Ù¿’∑“,58.32,59.79,57.9,58.01,59.7,-1.38,-2.3116,0.6613,176357,10330403.85,6220994400.0,1555394400.0
2017-12-04,'002832,±»“Ù¿’∑“,59.7,61.98,55.28,55.28,60.0,-0.3,-0.5,1.4941,398480,23579945.12,6368199000.0,1592199000.0
2017-12-01,'002832,±»“Ù¿’∑“,60.0,61.0,59.02,59.9,59.7,0.3,0.5025,1.5326,408746,24548620.82,6400200000.0,1600200000.0
2017-11-30,'002832,±»“Ù¿’∑“,59.7,62.26,58.01,62.0,62.43,-2.73,-4.3729,1.7836,475687,28536922.61,6368199000.0,1592199000.0
2017-11-29,'002832,±»“Ù¿’∑“,62.43,63.35,61.32,62.48,62.49,-0.06,-0.096,1.0599,282667,17676001.94,6659408100.0,1665008100.0
2017-11-28,'002832,±»“Ù¿’∑“,62.49,62.75,61.46,62.0,62.0,0.49,0.7903,0.9077,242087,15033843.22,6665808300.0,1666608300.0
2017-11-27,'002832,±»“Ù¿’∑“,62.0,62.5,59.0,61.0,60.53,1.47,2.4285,1.6901,450759,27621136.09,6613540000.0,1653540000.0
2017-11-24,'002832,±»“Ù¿’∑“,60.53,60.73,59.75,59.95,59.99,0.54,0.9002,0.702,187220,11283195.55,6456735100.0,1614335100.0
2017-11-23,'002832,±»“Ù¿’∑“,59.99,61.07,59.5,61.07,60.65,-0.66,-1.0882,1.4689,391759,23501752.54,6399133300.0,1599933300.0
2017-11-22,'002832,±»“Ù¿’∑“,60.65,61.88,59.8,61.0,60.25,0.4,0.6639,1.236,329636,20086619.42,6469535500.0,1617535500.0
2017-11-21,'002832,±»“Ù¿’∑“,60.25,61.28,59.55,60.0,60.29,-0.04,-0.0663,0.985,262700,15877004.0,6426867500.0,1606867500.0
2017-11-20,'002832,±»“Ù¿’∑“,60.29,60.29,57.01,58.55,58.52,1.77,3.0246,1.2377,330100,19556879.0,6431134300.0,1607934300.0
2017-11-17,'002832,±»“Ù¿’∑“,58.52,61.8,57.8,61.74,61.8,-3.28,-5.3074,2.2285,594337,35192859.97,6242328400.0,1560728400.0
2017-11-16,'002832,±»“Ù¿’∑“,61.8,62.68,61.3,61.8,62.3,-0.5,-0.8026,0.9906,264200,16436928.0,6592206000.0,1648206000.0
2017-11-15,'002832,±»“Ù¿’∑“,62.3,63.3,61.59,61.87,62.3,0.0,0.0,1.2066,321800,20010434.0,6645541000.0,1661541000.0
2017-11-14,'002832,±»“Ù¿’∑“,62.3,64.0,61.5,62.27,62.18,0.12,0.193,2.0641,550500,34546759.31,6645541000.0,1661541000.0
2017-11-13,'002832,±»“Ù¿’∑“,62.18,63.68,62.0,62.0,62.35,-0.17,-0.2727,1.7488,466400,29330352.0,6632740600.0,1658340600.0
2017-11-10,'002832,±»“Ù¿’∑“,62.35,63.46,60.85,61.72,61.97,0.38,0.6132,3.184,849186,52864776.43,6650874500.0,1662874500.0
2017-11-09,'002832,±»“Ù¿’∑“,61.97,62.08,58.41,58.71,58.68,3.29,5.6067,3.6292,967900,58843114.16,6610339900.0,1652739900.0
2017-11-08,'002832,±»“Ù¿’∑“,58.68,60.28,57.53,57.7,57.79,0.89,1.5401,2.7314,728468,43049616.05,6259395600.0,1564995600.0
2017-11-07,'002832,±»“Ù¿’∑“,57.79,59.1,57.2,59.1,58.94,-1.15,-1.9511,1.7171,457960,26390089.62,6164459300.0,1541259300.0
2017-11-06,'002832,±»“Ù¿’∑“,58.94,58.96,57.53,57.77,57.64,1.3,2.2554,1.3267,353827,20664522.07,6287129800.0,1571929800.0
2017-11-03,'002832,±»“Ù¿’∑“,57.64,58.9,57.55,58.06,58.21,-0.57,-0.9792,1.2109,322946,18721421.4,6148458800.0,1537258800.0
2017-11-02,'002832,±»“Ù¿’∑“,58.21,59.8,58.04,59.8,59.88,-1.67,-2.7889,2.3504,626839,36760234.14,6209260700.0,1552460700.0
2017-11-01,'002832,±»“Ù¿’∑“,59.88,60.5,56.71,57.35,57.62,2.26,3.9222,2.9391,783855,46485374.24,6387399600.0,1596999600.0
2017-10-31,'002832,±»“Ù¿’∑“,57.62,58.18,56.45,56.45,56.92,0.7,1.2298,1.3991,373138,21394137.4,6146325400.0,1536725400.0
2017-10-30,'002832,±»“Ù¿’∑“,56.92,58.21,55.1,57.32,57.6,-0.68,-1.1806,2.1301,568100,32127308.0,6071656400.0,1518056400.0
2017-10-27,'002832,±»“Ù¿’∑“,57.6,59.03,57.31,57.41,57.62,-0.02,-0.0347,1.7255,460204,26728344.4,6144192000.0,1536192000.0
2017-10-26,'002832,±»“Ù¿’∑“,57.62,59.3,57.2,57.61,57.66,-0.04,-0.0694,2.8868,769901,44772486.34,6146325400.0,1536725400.0
2017-10-25,'002832,±»“Ù¿’∑“,57.66,59.38,54.05,54.3,54.48,3.18,5.837,3.443,918252,52535042.54,6150592200.0,1537792200.0
2017-10-24,'002832,±»“Ù¿’∑“,54.48,54.78,54.05,54.6,54.49,-0.01,-0.0184,1.9108,509600,27743108.88,5811381600.0,1452981600.0
2017-10-23,'002832,±»“Ù¿’∑“,54.49,54.71,52.77,52.99,52.95,1.54,2.9084,2.675,713433,38586273.33,5812448300.0,1453248300.0
2017-10-20,'002832,±»“Ù¿’∑“,52.95,52.95,52.06,52.78,52.22,0.73,1.3979,1.0124,270000,14204640.0,5648176500.0,1412176500.0
2017-10-19,'002832,±»“Ù¿’∑“,52.22,52.5,51.58,51.58,51.7,0.52,1.0058,0.9715,259100,13509765.42,5570307400.0,1392707400.0
2017-10-18,'002832,±»“Ù¿’∑“,51.7,53.14,51.5,52.1,52.19,-0.49,-0.9389,0.7952,212081,11120220.14,5514839000.0,1378839000.0
2017-10-17,'002832,±»“Ù¿’∑“,52.19,52.79,51.56,51.97,51.97,0.22,0.4233,0.9846,262600,13712209.0,5567107300.0,1391907300.0
2017-10-16,'002832,±»“Ù¿’∑“,51.97,53.85,51.78,53.54,53.54,-1.57,-2.9324,1.3435,358300,18807167.0,5543639900.0,1386039900.0
2017-10-13,'002832,±»“Ù¿’∑“,53.54,53.55,52.33,52.49,52.5,1.04,1.981,1.6318,435196,23152607.2,5711111800.0,1427911800.0
2017-10-12,'002832,±»“Ù¿’∑“,52.5,53.47,52.18,52.86,52.76,-0.26,-0.4928,0.6706,178856,9445554.72,5600175000.0,1400175000.0
2017-10-11,'002832,±»“Ù¿’∑“,52.76,53.2,52.52,52.76,52.77,-0.01,-0.019,0.8751,233383,12324160.21,5627909200.0,1407109200.0
2017-10-10,'002832,±»“Ù¿’∑“,52.77,53.2,51.88,51.98,51.92,0.85,1.6371,0.9268,247174,12975573.11,5628975900.0,1407375900.0
2017-10-09,'002832,±»“Ù¿’∑“,51.92,52.16,51.43,51.69,51.16,0.76,1.4855,0.6253,166772,8656318.58,5538306400.0,1384706400.0
2017-09-29,'002832,±»“Ù¿’∑“,51.16,51.43,50.6,51.11,50.71,0.45,0.8874,0.5552,148072,7550657.34,5457237200.0,1364437200.0
2017-09-28,'002832,±»“Ù¿’∑“,50.71,51.83,50.71,51.58,51.5,-0.79,-1.534,0.7882,210200,10757078.0,5409235700.0,1352435700.0
2017-09-27,'002832,±»“Ù¿’∑“,51.5,51.53,50.47,50.83,50.97,0.53,1.0398,0.6716,179118,9135886.8,5493505000.0,1373505000.0
2017-09-26,'002832,±»“Ù¿’∑“,50.97,51.94,50.47,51.94,51.83,-0.86,-1.6593,1.0687,285018,14625138.01,5436969900.0,1359369900.0
2017-09-25,'002832,±»“Ù¿’∑“,51.83,52.97,51.83,52.8,52.8,-0.97,-1.8371,1.0501,280058,14633210.87,5528706100.0,1382306100.0
2017-09-22,'002832,±»“Ù¿’∑“,52.8,53.07,52.2,53.07,52.62,0.18,0.3421,0.9887,263675,13871945.24,5632176000.0,1408176000.0
2017-09-21,'002832,±»“Ù¿’∑“,52.62,54.19,52.5,54.19,53.29,-0.67,-1.2573,1.3251,353400,18822225.0,5612975400.0,1403375400.0
2017-09-20,'002832,±»“Ù¿’∑“,53.29,53.6,52.5,53.16,53.16,0.13,0.2445,1.1908,317596,16821323.34,5684444300.0,1421244300.0
2017-09-19,'002832,±»“Ù¿’∑“,53.16,54.0,52.9,53.31,53.31,-0.15,-0.2814,1.4137,377026,20114295.63,5670577200.0,1417777200.0
2017-09-18,'002832,±»“Ù¿’∑“,53.31,54.35,53.02,53.21,53.2,0.11,0.2068,1.6636,443673,23779211.1,5686577700.0,1421777700.0
2017-09-15,'002832,±»“Ù¿’∑“,53.2,53.49,51.9,52.0,51.9,1.3,2.5048,2.3856,636236,33628352.31,5674844000.0,1418844000.0
2017-09-14,'002832,±»“Ù¿’∑“,51.9,52.94,51.8,52.94,52.73,-0.83,-1.5741,1.0478,279445,14584498.75,5536173000.0,1384173000.0
2017-09-13,'002832,±»“Ù¿’∑“,52.73,52.8,51.11,51.11,51.73,1.0,1.9331,1.0364,276400,14450141.52,5624709100.0,1406309100.0
2017-09-12,'002832,±»“Ù¿’∑“,51.73,54.98,51.5,52.44,52.28,-0.55,-1.052,1.5084,402300,21216136.32,5518039100.0,1379639100.0
2017-09-11,'002832,±»“Ù¿’∑“,52.28,52.39,51.48,51.5,51.66,0.62,1.2002,0.9517,253816,13220081.43,5576707600.0,1394307600.0
