ÈÕÆÚ,¹ÉÆ±´úÂë,Ãû³Æ,ÊÕÅÌ¼Û,×î¸ß¼Û,×îµÍ¼Û,¿ªÅÌ¼Û,Ç°ÊÕÅÌ,ÕÇµø¶î,ÕÇµø·ù,»»ÊÖÂÊ,³É½»Á¿,³É½»½ð¶î,×ÜÊÐÖµ,Á÷Í¨ÊÐÖµ
2017-12-15,'600988,³à·å»Æ½ð,5.89,5.92,5.52,5.57,5.61,0.28,4.9911,3.8002,46388693,266144108.0,8401387011.44,7189829054.5
2017-12-14,'600988,³à·å»Æ½ð,5.61,5.74,5.52,5.52,5.47,0.14,2.5594,2.7211,33215644,187887701.0,8002000192.56,6848037520.5
2017-12-13,'600988,³à·å»Æ½ð,5.47,5.51,5.43,5.48,5.48,-0.01,-0.1825,0.6024,7353504,40191929.0,7802306783.12,6677141753.5
2017-12-12,'600988,³à·å»Æ½ð,5.48,5.54,5.46,5.5,5.5,-0.02,-0.3636,0.8346,10187556,55943199.0,7816570598.08,6689348594.0
2017-12-11,'600988,³à·å»Æ½ð,5.5,5.52,5.41,5.52,5.52,-0.02,-0.3623,0.962,11743456,64123906.0,7845098228.0,6713762275.0
2017-12-08,'600988,³à·å»Æ½ð,5.52,5.54,5.38,5.4,5.56,-0.04,-0.7194,1.5502,18923644,103267534.0,7873625857.92,6738175956.0
2017-12-07,'600988,³à·å»Æ½ð,5.56,5.59,5.2,5.23,5.28,0.28,5.303,3.0023,36648558,200968705.0,7930681117.76,6787003318.0
2017-12-06,'600988,³à·å»Æ½ð,5.28,5.28,5.16,5.21,5.28,0.0,0.0,0.8599,10497118,54726259.0,7531294298.88,6445211784.0
2017-12-05,'600988,³à·å»Æ½ð,5.28,5.47,5.25,5.41,5.43,-0.15,-2.7624,0.9503,11599872,62212900.0,7531294298.88,6445211784.0
2017-12-04,'600988,³à·å»Æ½ð,5.43,5.53,5.43,5.5,5.53,-0.1,-1.8083,0.7207,8797648,48136644.0,7745251523.28,6628314391.5
2017-12-01,'600988,³à·å»Æ½ð,5.53,5.54,5.49,5.51,5.57,-0.04,-0.7181,0.7017,8566010,47199329.0,7887889672.88,6750382796.5
2017-11-30,'600988,³à·å»Æ½ð,5.57,5.62,5.53,5.58,5.67,-0.1,-1.7637,1.0656,13008190,72510031.0,7944944932.72,6799210158.5
2017-11-29,'600988,³à·å»Æ½ð,5.67,5.68,5.51,5.53,5.56,0.11,1.9784,1.6527,20174849,113347980.0,8087583082.32,6921278563.5
2017-11-28,'600988,³à·å»Æ½ð,5.56,5.57,5.51,5.53,5.52,0.04,0.7246,0.6809,8311211,46059461.0,7930681117.76,6787003318.0
2017-11-27,'600988,³à·å»Æ½ð,5.52,5.56,5.48,5.55,5.56,-0.04,-0.7194,0.5386,6574200,36229419.0,7873625857.92,6738175956.0
2017-11-24,'600988,³à·å»Æ½ð,5.56,5.56,5.41,5.46,5.51,0.05,0.9074,0.7475,9125139,50173391.0,7930681117.76,6787003318.0
2017-11-23,'600988,³à·å»Æ½ð,5.51,5.62,5.48,5.58,5.56,-0.05,-0.8993,1.1839,14451364,80393404.0,7859362042.96,6725969115.5
2017-11-22,'600988,³à·å»Æ½ð,5.56,5.59,5.5,5.52,5.54,0.02,0.361,0.9911,12098124,67039681.0,7930681117.76,6787003318.0
2017-11-21,'600988,³à·å»Æ½ð,5.54,5.55,5.42,5.48,5.53,0.01,0.1808,1.2234,14934140,81720700.0,7902153487.84,6762589637.0
2017-11-20,'600988,³à·å»Æ½ð,5.53,5.68,5.43,5.65,5.61,-0.08,-1.426,1.3006,15876602,87684754.0,7887889672.88,6750382796.5
2017-11-17,'600988,³à·å»Æ½ð,5.61,5.85,5.58,5.83,5.84,-0.23,-3.9384,1.6561,20215600,115384436.0,8002000192.56,6848037520.5
2017-11-16,'600988,³à·å»Æ½ð,5.84,5.92,5.82,5.92,5.95,-0.11,-1.8487,1.1363,13870694,81121198.0,8330067936.64,7128794852.0
2017-11-15,'600988,³à·å»Æ½ð,5.95,5.99,5.89,5.9,5.89,0.06,1.0187,1.5888,19393878,115282904.0,8486969901.2,7263070097.5
2017-11-14,'600988,³à·å»Æ½ð,5.89,5.92,5.84,5.91,5.91,-0.02,-0.3384,1.0343,12625160,74260765.0,8401387011.44,7189829054.5
2017-11-13,'600988,³à·å»Æ½ð,5.91,5.97,5.86,5.95,6.0,-0.09,-1.5,1.2112,14785502,87256861.0,8429914641.36,7214242735.5
2017-11-10,'600988,³à·å»Æ½ð,6.0,6.1,5.98,6.1,6.09,-0.09,-1.4778,1.3963,17044800,102771437.0,8558288976.0,7324104300.0
2017-11-09,'600988,³à·å»Æ½ð,6.09,6.1,6.06,6.08,6.1,-0.01,-0.1639,0.8533,10415600,63347157.0,8686663310.64,7433965864.5
2017-11-08,'600988,³à·å»Æ½ð,6.1,6.12,6.05,6.12,6.1,0.0,0.0,1.07,13061872,79471261.0,8700927125.6,7446172705.0
2017-11-07,'600988,³à·å»Æ½ð,6.1,6.15,6.08,6.11,6.08,0.02,0.3289,1.1273,13760840,84072745.0,8700927125.6,7446172705.0
2017-11-06,'600988,³à·å»Æ½ð,6.08,6.16,5.99,6.02,6.07,0.01,0.1647,0.8628,10532482,64059523.0,8672399495.68,7421759024.0
2017-11-03,'600988,³à·å»Æ½ð,6.07,6.18,6.0,6.17,6.17,-0.1,-1.6207,1.0959,13377096,81241849.0,8658135680.72,7409552183.5
2017-11-02,'600988,³à·å»Æ½ð,6.17,6.27,6.15,6.2,6.19,-0.02,-0.3231,0.9656,11787521,73218062.0,8800773830.32,7531620588.5
2017-11-01,'600988,³à·å»Æ½ð,6.19,6.21,6.11,6.14,6.17,0.02,0.3241,0.7853,9586366,59156136.0,8829301460.24,7556034269.5
2017-10-31,'600988,³à·å»Æ½ð,6.17,6.25,6.12,6.14,6.12,0.05,0.817,0.9492,11586220,71528302.0,8800773830.32,7531620588.5
2017-10-30,'600988,³à·å»Æ½ð,6.12,6.39,6.08,6.37,6.36,-0.24,-3.7736,1.4059,17161502,106023800.0,8729454755.52,7470586386.0
2017-10-27,'600988,³à·å»Æ½ð,6.36,6.54,6.32,6.52,6.59,-0.23,-3.4901,1.7747,21663595,138950310.0,9071786314.56,7763550558.0
2017-10-26,'600988,³à·å»Æ½ð,6.59,6.65,6.55,6.61,6.7,-0.11,-1.6418,1.8767,22908400,150921275.0,9399854058.64,8044307889.5
2017-10-25,'600988,XR³à·å»Æ,6.7,6.91,6.52,6.52,6.57,0.13,1.9787,1.9425,23711315,160250513.0,9556756023.2,8178583135.0
2017-10-24,'600988,³à·å»Æ½ð,13.13,13.28,13.11,13.25,13.22,-0.09,-0.6808,1.1864,7241000,95455053.0,9364194521.24,8013790788.25
2017-10-23,'600988,³à·å»Æ½ð,13.22,13.28,12.98,13.11,13.12,0.1,0.7622,1.1428,6974816,91752184.0,9428381688.56,8068721570.5
