ÈÕÆÚ,¹ÉÆ±´úÂë,Ãû³Æ,ÊÕÅÌ¼Û,×î¸ß¼Û,×îµÍ¼Û,¿ªÅÌ¼Û,Ç°ÊÕÅÌ,ÕÇµø¶î,ÕÇµø·ù,»»ÊÖÂÊ,³É½»Á¿,³É½»½ð¶î,×ÜÊÐÖµ,Á÷Í¨ÊÐÖµ
2017-12-21,'601011,±¦Ì©Â¡,8.06,8.23,7.81,8.18,8.22,-0.16,-1.9465,2.5793,33755999,270474725.0,12985873811.8,10548489495.7
2017-12-20,'601011,±¦Ì©Â¡,8.22,8.46,8.13,8.41,8.47,-0.25,-2.9516,2.3683,30994408,256643253.0,13243657907.3,10757888790.9
2017-12-19,'601011,±¦Ì©Â¡,8.47,8.55,8.42,8.54,8.59,-0.12,-1.397,2.3175,30330175,256738002.0,13646445556.6,11085075189.6
2017-12-18,'601011,±¦Ì©Â¡,8.59,8.68,8.31,8.34,8.32,0.27,3.2452,3.5852,46921595,398533494.0,13839783628.2,11242124661.0
2017-12-15,'601011,±¦Ì©Â¡,8.32,8.42,8.3,8.33,8.31,0.01,0.1203,1.8811,24618626,205500710.0,13404772967.0,10888763350.4
2017-12-14,'601011,±¦Ì©Â¡,8.31,8.49,8.26,8.39,8.42,-0.11,-1.3064,1.8863,24687482,206046912.0,13388661461.1,10875675894.5
2017-12-13,'601011,±¦Ì©Â¡,8.42,8.5,8.31,8.47,8.47,-0.05,-0.5903,2.1153,27683628,232169085.0,13565888026.7,11019637909.9
2017-12-12,'601011,±¦Ì©Â¡,8.47,8.77,8.33,8.41,8.47,0.0,0.0,3.2741,42849034,365435380.0,13646445556.6,11085075189.6
2017-12-11,'601011,±¦Ì©Â¡,8.47,8.5,8.31,8.4,8.39,0.08,0.9535,2.5312,33126600,278847103.0,13646445556.6,11085075189.6
2017-12-08,'601011,±¦Ì©Â¡,8.39,8.45,8.12,8.2,8.34,0.05,0.5995,2.8549,37363299,310505631.0,13517553508.8,10980375542.0
2017-12-07,'601011,±¦Ì©Â¡,8.34,8.7,8.28,8.7,9.02,-0.68,-7.5388,4.6897,61375649,519681825.0,13436995979.0,10914938262.3
2017-12-06,'601011,±¦Ì©Â¡,9.02,9.09,8.67,8.93,9.02,0.0,0.0,2.7234,35642234,316859550.0,14532578384.9,11804885266.9
2017-12-05,'601011,±¦Ì©Â¡,9.02,9.43,8.91,9.43,9.53,-0.51,-5.3515,3.6246,47436451,434309227.0,14532578384.9,11804885266.9
2017-12-04,'601011,±¦Ì©Â¡,9.53,9.85,9.51,9.76,9.68,-0.15,-1.5496,2.6415,34571051,335341978.0,15354265189.4,12472345520.4
2017-12-01,'601011,±¦Ì©Â¡,9.68,9.8,9.55,9.67,9.75,-0.07,-0.7179,2.6335,34466150,333163576.0,15595937779.0,12668657359.6
2017-11-30,'601011,±¦Ì©Â¡,9.75,9.96,9.63,9.78,9.8,-0.05,-0.5102,4.0301,52744030,516045531.0,15708718320.8,12760269551.2
2017-11-29,'601011,±¦Ì©Â¡,9.8,9.87,9.36,9.44,9.45,0.35,3.7037,5.0679,66325565,640633971.0,15789275850.6,12825706831.0
2017-11-28,'601011,±¦Ì©Â¡,9.45,9.53,9.14,9.15,9.26,0.19,2.0518,2.7082,35443400,331365420.0,15225373141.6,12367645872.8
2017-11-27,'601011,±¦Ì©Â¡,9.26,9.67,9.22,9.51,9.64,-0.38,-3.9419,3.0025,39294800,371416028.0,14919254528.2,12118984209.7
2017-11-24,'601011,±¦Ì©Â¡,9.64,9.75,9.01,9.31,9.38,0.26,2.7719,4.77,62426700,587568400.0,15531491755.1,12616307535.8
2017-11-23,'601011,±¦Ì©Â¡,9.38,9.79,9.35,9.61,9.63,-0.25,-2.5961,3.3469,43802651,421352485.0,15112592599.9,12276033681.1
2017-11-22,'601011,±¦Ì©Â¡,9.63,9.74,9.41,9.56,9.55,0.08,0.8377,3.081,40321949,384680756.0,15515380249.1,12603220079.9
2017-11-21,'601011,±¦Ì©Â¡,9.55,9.98,9.43,9.71,9.71,-0.16,-1.6478,3.3135,43365333,419363427.0,15386488201.4,12498520432.2
2017-11-20,'601011,±¦Ì©Â¡,9.71,9.77,8.98,9.65,9.88,-0.17,-1.7206,3.582,46879033,440452863.0,15644272296.9,12707919727.5
2017-11-17,'601011,±¦Ì©Â¡,9.88,10.65,9.86,10.32,10.38,-0.5,-4.817,4.3793,57314171,586207613.0,15918167898.4,12930406478.6
2017-11-16,'601011,±¦Ì©Â¡,10.38,10.78,10.36,10.5,10.61,-0.23,-2.1678,3.3325,43614220,458065636.0,16723743196.9,13584779276.1
2017-11-15,'601011,±¦Ì©Â¡,10.61,10.9,10.6,10.7,10.94,-0.33,-3.0165,3.495,45741200,490290800.0,17094307834.2,13885790763.0
2017-11-14,'601011,±¦Ì©Â¡,10.94,11.32,10.91,11.17,11.16,-0.22,-1.9713,5.3449,69950632,780278422.0,17625987531.2,14317676809.3
2017-11-13,'601011,±¦Ì©Â¡,11.16,11.18,10.58,10.82,10.81,0.35,3.2377,4.8161,63030942,687347158.0,17980440662.5,14605600840.2
