�梪�,嘖き測鎢,靡備,彶攫歎,郔詢歎,郔腴歎,羲攫歎,ヶ彶攫,梀視塗,梀視盟,遙忒薹,傖蝠講,傖蝠踢塗,軞庈硉,霜籵庈硉
2017-12-15,'600660,腦珓產薛,27.52,27.95,27.48,27.81,28.05,-0.53,-1.8895,0.2962,5933478,164034648.0,69037154480.6,55122183856.6
2017-12-14,'600660,腦珓產薛,28.05,28.25,27.8,28.22,28.22,-0.17,-0.6024,0.3661,7332457,204879513.0,70366721772.6,56183766612.6
2017-12-13,'600660,腦珓產薛,28.22,28.24,27.47,27.47,27.47,0.75,2.7303,0.6425,12868848,359629480.0,70793186753.0,56524274289.0
2017-12-12,'600660,腦珓產薛,27.47,27.72,27.42,27.45,27.42,0.05,0.1823,0.3836,7682486,211592796.0,68911723604.0,55022034540.0
2017-12-11,'600660,腦珓產薛,27.42,27.58,26.82,27.08,27.08,0.34,1.2555,0.4527,9068438,247847502.0,68786292727.4,54921885223.4
2017-12-08,'600660,腦珓產薛,27.08,27.2,26.52,26.79,26.85,0.23,0.8566,0.4984,9983414,268687394.0,67933362766.6,54240869870.6
2017-12-07,'600660,腦珓產薛,26.85,27.16,26.64,26.69,26.63,0.22,0.8261,0.4848,9709664,261552715.0,67356380734.2,53780183014.2
2017-12-06,'600660,腦珓產薛,26.63,26.86,26.31,26.7,26.79,-0.16,-0.5972,0.3464,6939129,184562994.0,66804484877.2,53339526021.2
2017-12-05,'600660,腦珓產薛,26.79,26.98,26.51,26.85,26.83,-0.04,-0.1491,0.3514,7038010,188088708.0,67205863682.3,53660003834.3
2017-12-04,'600660,腦珓產薛,26.83,27.73,26.59,27.5,26.49,0.34,1.2835,0.6649,13317820,360212994.0,67306208383.6,53740123287.6
2017-12-01,'600660,腦珓產薛,26.49,26.59,25.8,26.26,26.33,0.16,0.6077,0.4156,8323965,218906903.0,66453278422.7,53059107934.7
2017-11-30,'600660,腦珓產薛,26.33,27.04,26.31,27.04,27.04,-0.71,-2.6257,0.43,8612079,229208647.0,66051899617.6,52738630121.6
2017-11-29,'600660,腦珓產薛,27.04,27.42,26.76,27.14,26.96,0.08,0.2967,0.4634,9281479,251372727.0,67833018065.3,54160750417.3
2017-11-28,'600660,腦珓產薛,26.96,27.11,26.6,26.64,26.86,0.1,0.3723,0.4426,8864616,238302569.0,67632328662.7,54000511510.7
2017-11-27,'600660,腦珓產薛,26.86,27.36,26.62,27.13,27.26,-0.4,-1.4674,0.53,10615472,286175474.0,67381466909.5,53800212877.5
2017-11-24,'600660,腦珓產薛,27.26,27.57,26.51,27.55,27.67,-0.41,-1.4817,1.0664,21359603,576471499.0,68384913922.3,54601407410.3
2017-11-23,'600660,腦珓產薛,27.67,28.88,27.6,28.85,28.86,-1.19,-4.1234,0.9704,19437145,546835156.0,69413447110.4,55422631806.4
2017-11-22,'600660,腦珓產薛,28.86,29.42,28.51,29.38,29.28,-0.42,-1.4344,0.8638,17302668,501140336.0,72398701973.5,57806185541.5
2017-11-21,'600660,腦珓產薛,29.28,29.66,28.3,28.3,28.37,0.91,3.2076,1.0935,21902402,639009635.0,73452321337.0,58647439801.0
2017-11-20,'600660,腦珓產薛,28.37,28.56,27.67,28.56,28.66,-0.29,-1.0119,0.7697,15417570,433433770.0,71169479382.8,56824722238.8
2017-11-17,'600660,腦珓產薛,28.66,29.11,28.3,28.6,28.55,0.11,0.3853,1.0856,21744244,623923440.0,71896978467.1,57405588275.1
2017-11-16,'600660,腦珓產薛,28.55,28.7,28.1,28.66,28.65,-0.1,-0.349,0.6441,12901548,365711781.0,71621030538.6,57185259778.6
2017-11-15,'600660,腦珓產薛,28.65,29.58,28.44,28.81,28.83,-0.18,-0.6243,0.7281,14583861,422250720.0,71871892291.8,57385558411.8
2017-11-14,'600660,腦珓產薛,28.83,29.6,28.45,28.8,28.75,0.08,0.2783,0.841,16845161,487086504.0,72323443447.6,57746095951.6
2017-11-13,'600660,腦珓產薛,28.75,28.9,28.26,28.26,28.05,0.7,2.4955,0.8967,17961354,513552701.0,72122754045.0,57585857045.0
2017-11-10,'600660,腦珓產薛,28.05,28.1,27.45,27.6,27.59,0.46,1.6673,0.9094,18214970,506881537.0,70366721772.6,56183766612.6
2017-11-09,'600660,腦珓產薛,27.59,27.65,26.77,26.79,26.97,0.62,2.2989,0.5635,11287002,307477492.0,69212757707.9,55262392899.9
2017-11-08,'600660,腦珓產薛,26.97,28.0,26.9,27.5,27.58,-0.61,-2.2117,0.7217,14456087,396371745.0,67657414838.0,54020541374.0
2017-11-07,'600660,腦珓產薛,27.58,27.97,27.43,27.68,27.8,-0.22,-0.7914,0.6895,13810859,381339176.0,69187671532.6,55242363036.6
2017-11-06,'600660,腦珓產薛,27.8,27.84,27.17,27.17,27.09,0.71,2.6209,0.7054,14128490,389285920.0,69739567389.6,55683020029.6
2017-11-03,'600660,腦珓產薛,27.09,27.46,26.83,26.83,26.89,0.2,0.7438,0.4439,8890420,241397246.0,67958448941.9,54260899733.9
2017-11-02,'600660,腦珓產薛,26.89,27.18,26.51,27.06,26.99,-0.1,-0.3705,0.4334,8681091,232663539.0,67456725435.5,53860302467.5
2017-11-01,'600660,腦珓產薛,26.99,27.69,26.85,27.13,27.12,-0.13,-0.4794,0.5535,11085719,301994437.0,67707587188.7,54060601100.7
2017-10-31,'600660,腦珓產薛,27.12,27.46,26.82,27.45,27.45,-0.33,-1.2022,0.5303,10622104,287280417.0,68033707467.8,54320989323.8
2017-10-30,'600660,腦珓產薛,27.45,27.89,27.2,27.53,27.51,-0.06,-0.2181,0.6413,12845025,353312690.0,68861551253.4,54981974813.4
2017-10-27,'600660,腦珓產薛,27.51,27.55,27.08,27.51,27.51,0.0,0.0,0.4715,9443327,258289741.0,69012068305.3,55102153993.3
2017-10-26,'600660,腦珓產薛,27.51,27.72,26.21,26.38,26.55,0.96,3.6158,1.0924,21880092,598441856.0,69012068305.3,55102153993.3
2017-10-25,'600660,腦珓產薛,26.55,26.81,26.19,26.5,26.22,0.33,1.2586,0.6637,13293051,353456505.0,66603795474.6,53179287114.6
2017-10-24,'600660,腦珓產薛,26.22,26.48,26.02,26.38,26.49,-0.27,-1.0193,0.5163,10341291,270084500.0,65775951689.0,52518301625.0
2017-10-23,'600660,腦珓產薛,26.49,26.56,25.58,25.58,25.57,0.92,3.598,0.7092,14204865,372795850.0,66453278422.7,53059107934.7
2017-10-20,'600660,腦珓產薛,25.57,25.74,25.48,25.5,25.66,-0.09,-0.3507,0.2464,4935621,126181968.0,64145350293.2,51216360509.2
2017-10-19,'600660,腦珓產薛,25.66,26.35,25.43,26.35,26.25,-0.59,-2.2476,0.5706,11429490,294470100.0,64371125871.1,51396629279.1
2017-10-18,'600660,腦珓產薛,26.25,26.27,25.9,26.1,26.0,0.25,0.9615,0.3397,6804670,177497871.0,65851210215.0,52578391215.0
2017-10-17,'600660,腦珓產薛,26.0,26.07,25.6,25.9,25.9,0.1,0.3861,0.3353,6715749,173822440.0,65224055832.0,52077644632.0
2017-10-16,'600660,腦珓產薛,25.9,26.64,25.85,26.3,26.25,-0.35,-1.3333,0.4978,9970646,260871620.0,64973194078.8,51877345998.8
2017-10-13,'600660,腦珓產薛,26.25,26.43,25.33,25.46,25.45,0.8,3.1434,0.7394,14810376,387570204.0,65851210215.0,52578391215.0
2017-10-12,'600660,腦珓產薛,25.45,25.58,25.0,25.47,25.42,0.03,0.118,0.5775,11567000,292349469.0,63844316189.4,50976002149.4
2017-10-11,'600660,腦珓產薛,25.42,25.87,25.4,25.87,25.87,-0.45,-1.7395,0.5896,11808878,302507086.0,63769057663.4,50915912559.4
2017-10-10,'600660,腦珓產薛,25.87,26.0,25.65,26.0,26.04,-0.17,-0.6528,0.6155,12327495,318369945.0,64897935552.8,51817256408.8
2017-10-09,'600660,腦珓產薛,26.04,26.09,25.3,25.3,25.49,0.55,2.1577,0.7105,14230697,368038764.0,65324400533.3,52157764085.3
2017-09-29,'600660,腦珓產薛,25.49,25.75,25.3,25.63,25.69,-0.2,-0.7785,0.4376,8765379,223297416.0,63944660890.7,51056121602.7
2017-09-28,'600660,腦珓產薛,25.69,25.79,25.34,25.34,25.34,0.35,1.3812,0.6158,12334706,315927653.0,64446384397.1,51456718869.1
2017-09-27,'600660,腦珓產薛,25.34,25.56,24.98,25.06,25.0,0.34,1.36,0.4878,9770905,247639707.0,63568368260.9,50755673652.9
2017-09-26,'600660,腦珓產薛,25.0,25.03,24.72,24.85,24.97,0.03,0.1201,0.4124,8260041,205929719.0,62715438300.0,50074658300.0
2017-09-25,'600660,腦珓產薛,24.97,25.21,24.62,24.86,24.86,0.11,0.4425,0.7357,14734977,368698973.0,62640179774.0,50014568710.0
2017-09-22,'600660,腦珓產薛,24.86,25.0,24.5,24.51,24.49,0.37,1.5108,0.7206,14434067,358433688.0,62364231845.5,49794240213.5
2017-09-21,'600660,腦珓產薛,24.49,24.5,23.99,24.14,24.09,0.4,1.6604,0.7346,14713572,357073490.0,61436043358.7,49053135270.7
2017-09-20,'600660,腦珓產薛,24.09,24.19,23.93,24.06,24.06,0.03,0.1247,0.3187,6384322,153634511.0,60432596345.9,48251940737.9
2017-09-19,'600660,腦珓產薛,24.06,24.24,23.86,24.04,24.05,0.01,0.0416,0.419,8392167,202362030.0,60357337819.9,48191851147.9
2017-09-18,'600660,腦珓產薛,24.05,24.23,23.92,24.06,24.04,0.01,0.0416,0.3808,7627952,183671230.0,60332251644.6,48171821284.6
2017-09-15,'600660,腦珓產薛,24.04,24.3,23.9,24.28,24.19,-0.15,-0.6201,0.393,7872700,188927252.0,60307165469.3,48151791421.3
2017-09-14,'600660,腦珓產薛,24.19,24.46,24.03,24.42,24.28,-0.09,-0.3707,0.5506,11028195,266894878.0,60683458099.1,48452239371.1
2017-09-13,'600660,腦珓產薛,24.28,24.4,23.51,23.65,23.6,0.68,2.8814,1.077,21571477,518445913.0,60909233677.0,48632508141.0
2017-09-12,'600660,腦珓產薛,23.6,23.79,23.37,23.38,23.43,0.17,0.7256,0.7209,14439660,340579290.0,59203373755.2,47270477435.2
2017-09-11,'600660,腦珓產薛,23.43,23.58,23.07,23.29,23.28,0.15,0.6443,0.633,12678696,296905965.0,58776908774.8,46929969758.8
