»’∆⁄,π…∆±¥˙¬Î,√˚≥∆, ’≈Ãº€,◊Ó∏ﬂº€,◊ÓµÕº€,ø™≈Ãº€,«∞ ’≈Ã,’«µ¯∂Ó,’«µ¯∑˘,ªª ÷¬ ,≥…Ωª¡ø,≥…ΩªΩ∂Ó,◊‹ –÷µ,¡˜Õ® –÷µ
2017-12-15,'300595,≈∑∆’øµ ”,51.16,51.99,50.68,51.76,51.76,-0.6,-1.1592,0.5065,154990,7966188.8,6359900147.2,1565496000.0
2017-12-14,'300595,≈∑∆’øµ ”,51.76,52.25,51.19,51.88,51.88,-0.12,-0.2313,0.565,172880,8916009.6,6434488499.2,1583856000.0
2017-12-13,'300595,≈∑∆’øµ ”,51.88,51.89,50.37,51.0,51.42,0.46,0.8946,0.9186,281100,14456983.6,6449406169.6,1587528000.0
2017-12-12,'300595,≈∑∆’øµ ”,51.42,52.06,51.01,51.15,51.15,0.27,0.5279,1.2254,374958,19353490.36,6392221766.4,1573452000.0
2017-12-11,'300595,≈∑∆’øµ ”,51.15,51.65,50.83,51.1,51.2,-0.05,-0.0977,1.354,414328,21209642.82,6358657008.0,1565190000.0
2017-12-08,'300595,≈∑∆’øµ ”,51.2,51.6,50.31,51.0,50.7,0.5,0.9862,1.0968,335620,17191444.6,6364872704.0,1566720000.0
2017-12-07,'300595,≈∑∆’øµ ”,50.7,51.7,49.52,49.98,50.15,0.55,1.0967,1.4991,458720,23299070.8,6302715744.0,1551420000.0
2017-12-06,'300595,≈∑∆’øµ ”,50.15,50.9,48.02,48.94,48.94,1.21,2.4724,3.2369,990500,48841483.6,6234343088.0,1534590000.0
2017-12-05,'300595,≈∑∆’øµ ”,48.94,50.98,48.5,50.94,50.59,-1.65,-3.2615,4.0041,1225253,60525517.18,6083923244.8,1497564000.0
2017-12-04,'300595,≈∑∆’øµ ”,50.59,53.83,50.49,53.2,53.65,-3.06,-5.7036,4.1878,1281482,66184019.68,6289041212.8,1548054000.0
2017-12-01,'300595,≈∑∆’øµ ”,53.65,54.15,52.7,53.3,52.8,0.85,1.6098,1.7448,533900,28649589.4,6669441808.0,1641690000.0
2017-11-30,'300595,≈∑∆’øµ ”,52.8,54.2,52.7,54.2,53.89,-1.09,-2.0226,1.2964,396700,21193187.0,6563774976.0,1615680000.0
2017-11-29,'300595,≈∑∆’øµ ”,53.89,54.44,53.08,54.12,54.12,-0.23,-0.425,0.7958,243516,13099116.0,6699277148.8,1649034000.0
2017-11-28,'300595,≈∑∆’øµ ”,54.12,55.2,53.07,53.31,53.69,0.43,0.8009,1.3227,404740,21915094.6,6727869350.4,1656072000.0
2017-11-27,'300595,≈∑∆’øµ ”,53.69,54.35,52.7,54.05,54.05,-0.36,-0.666,1.728,528758,28295313.2,6674414364.8,1642914000.0
2017-11-24,'300595,≈∑∆’øµ ”,54.05,54.5,53.34,53.51,53.32,0.73,1.3691,1.1644,356316,19274457.72,6719167376.0,1653930000.0
2017-11-23,'300595,≈∑∆’øµ ”,53.32,54.9,53.32,54.0,54.25,-0.93,-1.7143,1.8484,565614,30525269.75,6628418214.4,1631592000.0
2017-11-22,'300595,≈∑∆’øµ ”,54.25,56.5,53.78,55.9,55.5,-1.25,-2.2523,2.0937,640680,34982599.2,6744030160.0,1660050000.0
2017-11-21,'300595,≈∑∆’øµ ”,55.5,57.15,55.0,56.58,56.7,-1.2,-2.1164,1.7679,540980,30409686.4,6899422560.0,1698300000.0
2017-11-20,'300595,≈∑∆’øµ ”,56.7,56.84,52.38,54.51,54.3,2.4,4.4199,2.4553,751333,41782993.74,7048599264.0,1735020000.0
2017-11-17,'300595,≈∑∆’øµ ”,54.3,57.45,53.57,57.05,57.05,-2.75,-4.8203,2.9009,887680,49152815.6,6750245856.0,1661580000.0
2017-11-16,'300595,≈∑∆’øµ ”,57.05,59.5,56.46,59.21,59.98,-2.93,-4.885,3.9399,1205597,69429967.0,7092109136.0,1745730000.0
2017-11-15,'300595,≈∑∆’øµ ”,59.98,61.71,59.01,61.71,61.5,-1.52,-2.4715,3.0278,926506,55362976.54,7456348921.6,1835388000.0
2017-11-14,'300595,≈∑∆’øµ ”,61.5,61.86,60.11,60.11,60.68,0.82,1.3514,4.0685,1244954,76212356.2,7645306080.0,1881900000.0
2017-11-13,'300595,≈∑∆’øµ ”,60.68,60.68,57.5,57.79,57.7,2.98,5.1646,3.4358,1051343,62116868.43,7543368665.6,1856808000.0
2017-11-10,'300595,≈∑∆’øµ ”,57.7,59.01,57.6,59.01,59.15,-1.45,-2.4514,2.0442,625514,36337534.2,7172913184.0,1765620000.0
2017-11-09,'300595,≈∑∆’øµ ”,59.15,59.4,58.67,58.84,58.83,0.32,0.5439,1.6089,492336,29096170.68,7353168368.0,1809990000.0
2017-11-08,'300595,≈∑∆’øµ ”,58.83,60.77,58.1,58.1,58.34,0.49,0.8399,2.8432,870007,51931359.73,7313387913.6,1800198000.0
2017-11-07,'300595,≈∑∆’øµ ”,58.34,58.4,57.03,57.22,57.8,0.54,0.9343,2.3821,728927,42227493.11,7252474092.8,1785204000.0
2017-11-06,'300595,≈∑∆’øµ ”,57.8,58.56,55.25,58.56,57.51,0.29,0.5043,5.1569,1578000,89409594.2,7185344576.0,1768680000.0
2017-11-03,'300595,≈∑∆’øµ ”,57.51,58.25,56.8,57.65,57.48,0.03,0.0522,1.4689,449480,25874851.65,7149293539.2,1759806000.0
