ÈÕÆÚ,¹ÉÆ±´úÂë,Ãû³Æ,ÊÕÅÌ¼Û,×î¸ß¼Û,×îµÍ¼Û,¿ªÅÌ¼Û,Ç°ÊÕÅÌ,ÕÇµø¶î,ÕÇµø·ù,»»ÊÖÂÊ,³É½»Á¿,³É½»½ð¶î,×ÜÊÐÖµ,Á÷Í¨ÊÐÖµ
2017-12-22,'300581,³¿êØº½¿Õ,30.39,30.69,30.02,30.58,30.59,-0.2,-0.6538,0.9994,313800,9545360.0,2747256000.0,954246000.0
2017-12-21,'300581,³¿êØº½¿Õ,30.59,30.65,29.71,30.56,30.49,0.1,0.328,1.486,466600,14103125.0,2765336000.0,960526000.0
2017-12-20,'300581,³¿êØº½¿Õ,30.49,31.76,30.2,31.66,31.6,-1.11,-3.5127,2.7519,621920,19238110.0,2756296000.0,689074000.0
2017-12-19,'300581,³¿êØº½¿Õ,31.6,31.97,31.39,31.5,31.91,-0.31,-0.9715,2.1093,476700,15148333.0,2856640000.0,714160000.0
2017-12-18,'300581,³¿êØº½¿Õ,31.91,32.27,31.52,31.86,31.89,0.02,0.0627,2.2952,518720,16554096.6,2884664000.0,721166000.0
2017-12-15,'300581,³¿êØº½¿Õ,31.89,32.1,31.4,31.97,31.97,-0.08,-0.2502,2.3367,528100,16762933.0,2882856000.0,720714000.0
2017-12-14,'300581,³¿êØº½¿Õ,31.97,32.28,31.32,31.6,31.6,0.37,1.1709,2.2599,510731,16261347.96,2890088000.0,722522000.0
2017-12-13,'300581,³¿êØº½¿Õ,31.6,31.65,31.02,31.12,31.05,0.55,1.7713,1.9473,440100,13865209.0,2856640000.0,714160000.0
2017-12-12,'300581,³¿êØº½¿Õ,31.05,32.26,31.03,32.26,31.95,-0.9,-2.8169,2.3367,528100,16653782.0,2806920000.0,701730000.0
2017-12-11,'300581,³¿êØº½¿Õ,31.95,32.27,31.21,31.21,31.5,0.45,1.4286,2.3998,542359,17346778.79,2888280000.0,722070000.0
2017-12-08,'300581,³¿êØº½¿Õ,31.5,31.99,30.66,30.66,31.14,0.36,1.1561,4.0546,916330,28937641.2,2847600000.0,711900000.0
2017-12-07,'300581,³¿êØº½¿Õ,31.14,31.89,30.45,30.7,30.88,0.26,0.842,4.4259,1000261,31390152.7,2815056000.0,703764000.0
2017-12-06,'300581,³¿êØº½¿Õ,30.88,30.98,29.51,30.35,30.45,0.43,1.4122,4.3312,978860,29482276.8,2791552000.0,697888000.0
2017-12-05,'300581,³¿êØº½¿Õ,30.45,32.88,30.21,31.31,31.3,-0.85,-2.7157,5.8677,1326110,42095627.7,2752680000.0,688170000.0
2017-12-04,'300581,³¿êØº½¿Õ,31.3,33.5,31.19,33.21,33.47,-2.17,-6.4834,5.428,1226730,39518334.6,2829520000.0,707380000.0
2017-12-01,'300581,³¿êØº½¿Õ,33.47,33.57,32.95,33.06,33.5,-0.03,-0.0896,3.4032,769130,25624736.3,3025688000.0,756422000.0
2017-11-30,'300581,³¿êØº½¿Õ,33.5,34.56,33.27,33.51,33.57,-0.07,-0.2085,3.5748,807900,27338724.0,3028400000.0,757100000.0
2017-11-29,'300581,³¿êØº½¿Õ,33.57,33.76,33.16,33.35,33.45,0.12,0.3587,2.2204,501800,16766765.0,3034728000.0,758682000.0
2017-11-28,'300581,³¿êØº½¿Õ,33.45,33.45,32.6,32.8,32.8,0.65,1.9817,2.3796,537800,17857953.0,3023880000.0,755970000.0
2017-11-27,'300581,³¿êØº½¿Õ,32.8,33.83,32.8,33.08,33.17,-0.37,-1.1155,2.3257,525600,17436663.0,2965120000.0,741280000.0
2017-11-24,'300581,³¿êØº½¿Õ,33.17,33.59,32.6,32.91,33.29,-0.12,-0.3605,2.4292,549000,18199334.0,2998568000.0,749642000.0
2017-11-23,'300581,³¿êØº½¿Õ,33.29,35.07,33.0,35.07,35.17,-1.88,-5.3455,5.1235,1157900,39306986.0,3009416000.0,752354000.0
2017-11-22,'300581,³¿êØº½¿Õ,35.17,35.88,33.5,34.2,34.19,0.98,2.8663,6.1597,1392100,48573865.42,3179368000.0,794842000.0
2017-11-21,'300581,³¿êØº½¿Õ,34.19,35.05,33.54,34.5,34.97,-0.78,-2.2305,4.1062,928000,31652903.76,3090776000.0,772694000.0
2017-11-20,'300581,³¿êØº½¿Õ,34.97,35.0,32.91,34.48,34.44,0.53,1.5389,2.93,662170,22753982.9,3161288000.0,790322000.0
2017-11-17,'300581,³¿êØº½¿Õ,34.44,38.29,34.29,38.29,38.1,-3.66,-9.6063,6.6406,1500781,53995237.48,3113376000.0,778344000.0
2017-11-16,'300581,³¿êØº½¿Õ,38.1,39.32,38.0,39.32,39.32,-1.22,-3.1027,4.6448,1049729,40485359.63,3444240000.0,861060000.0
