»’∆⁄,π…∆±¥˙¬Î,√˚≥∆, ’≈Ãº€,◊Ó∏ﬂº€,◊ÓµÕº€,ø™≈Ãº€,«∞ ’≈Ã,’«µ¯∂Ó,’«µ¯∑˘,ªª ÷¬ ,≥…Ωª¡ø,≥…ΩªΩ∂Ó,◊‹ –÷µ,¡˜Õ® –÷µ
2017-12-28,'000570,À’≥£≤Ò£¡,5.54,5.62,5.52,5.56,5.59,-0.05,-0.8945,0.3574,1470313,8199018.32,3110013766.04,2279013766.04
2017-12-27,'000570,À’≥£≤Ò£¡,5.59,5.66,5.58,5.65,5.65,-0.06,-1.0619,0.3376,1388851,7784194.1,3138082482.34,2299582482.34
2017-12-26,'000570,À’≥£≤Ò£¡,5.65,5.71,5.51,5.71,5.71,-0.06,-1.0508,0.6633,2728593,15306940.27,3171764941.9,2324264941.9
2017-12-25,'000570,À’≥£≤Ò£¡,5.71,5.76,5.62,5.74,5.75,-0.04,-0.6957,0.9155,3766004,21427594.14,3205447401.46,2348947401.46
2017-12-22,'000570,À’≥£≤Ò£¡,5.75,5.86,5.59,5.63,5.64,0.11,1.9504,1.1839,4870442,27794194.98,3227902374.5,2365402374.5
2017-12-21,'000570,À’≥£≤Ò£¡,5.64,5.75,5.49,5.54,5.54,0.1,1.8051,0.7856,3231597,18052816.47,3166151198.64,2320151198.64
2017-12-20,'000570,À’≥£≤Ò£¡,5.54,5.62,5.53,5.62,5.61,-0.07,-1.2478,0.3129,1287268,7162322.76,3110013766.04,2279013766.04
2017-12-19,'000570,À’≥£≤Ò£¡,5.61,5.61,5.52,5.55,5.57,0.04,0.7181,0.3494,1437151,8036046.08,3149309968.86,2307809968.86
2017-12-18,'000570,À’≥£≤Ò£¡,5.57,5.61,5.54,5.58,5.57,0.0,0.0,0.3638,1496595,8344064.31,3126854995.82,2291354995.82
2017-12-15,'000570,À’≥£≤Ò£¡,5.57,5.57,5.5,5.55,5.55,0.02,0.3604,0.3087,1270005,7036281.7,3126854995.82,2291354995.82
2017-12-14,'000570,À’≥£≤Ò£¡,5.55,5.56,5.49,5.55,5.54,0.01,0.1805,0.3396,1397077,7718471.1,3115627509.3,2283127509.3
2017-12-13,'000570,À’≥£≤Ò£¡,5.54,5.54,5.43,5.43,5.48,0.06,1.0949,0.3157,1298824,7142647.95,3110013766.04,2279013766.04
2017-12-12,'000570,À’≥£≤Ò£¡,5.48,5.61,5.46,5.54,5.54,-0.06,-1.083,0.4321,1777567,9863077.52,3076331306.48,2254331306.48
2017-12-11,'000570,À’≥£≤Ò£¡,5.54,5.55,5.49,5.52,5.51,0.03,0.5445,0.3129,1287273,7113329.17,3110013766.04,2279013766.04
2017-12-08,'000570,À’≥£≤Ò£¡,5.51,5.54,5.47,5.5,5.47,0.04,0.7313,0.308,1267155,6983114.5,3093172536.26,2266672536.26
2017-12-07,'000570,À’≥£≤Ò£¡,5.47,5.53,5.43,5.46,5.46,0.01,0.1832,0.4941,2032717,11136827.82,3070717563.22,2250217563.22
2017-12-06,'000570,À’≥£≤Ò£¡,5.46,5.48,5.34,5.39,5.46,0.0,0.0,0.8939,3677282,19876332.0,3065103819.96,2246103819.96
2017-12-05,'000570,À’≥£≤Ò£¡,5.46,5.77,5.29,5.69,5.73,-0.27,-4.712,1.6112,6628013,36263397.89,3065103819.96,2246103819.96
2017-12-04,'000570,À’≥£≤Ò£¡,5.73,5.93,5.72,5.89,5.9,-0.17,-2.8814,1.0461,4303234,24989693.5,3216674887.98,2357174887.98
2017-12-01,'000570,À’≥£≤Ò£¡,5.9,5.91,5.84,5.85,5.85,0.05,0.8547,0.4432,1823050,10727081.0,3312108523.4,2427108523.4
2017-11-30,'000570,À’≥£≤Ò£¡,5.85,5.9,5.84,5.9,5.9,-0.05,-0.8475,0.4562,1876750,11007764.0,3284039807.1,2406539807.1
2017-11-29,'000570,À’≥£≤Ò£¡,5.9,5.94,5.83,5.93,5.94,-0.04,-0.6734,0.3794,1560894,9179339.94,3312108523.4,2427108523.4
2017-11-28,'000570,À’≥£≤Ò£¡,5.94,5.96,5.82,5.83,5.83,0.11,1.8868,0.3962,1629664,9611876.68,3334563496.44,2443563496.44
2017-11-27,'000570,À’≥£≤Ò£¡,5.83,5.89,5.82,5.88,5.88,-0.05,-0.8503,0.2401,987839,5784486.54,3272812320.58,2398312320.58
2017-11-24,'000570,À’≥£≤Ò£¡,5.88,5.95,5.83,5.88,5.88,0.0,0.0,0.3988,1640639,9634864.32,3300881036.88,2418881036.88
2017-11-23,'000570,À’≥£≤Ò£¡,5.88,6.09,5.87,5.97,5.98,-0.1,-1.6722,0.6394,2630427,15710606.91,3300881036.88,2418881036.88
2017-11-22,'000570,À’≥£≤Ò£¡,5.98,6.0,5.86,5.93,5.93,0.05,0.8432,0.7103,2922043,17323767.78,3357018469.48,2460018469.48
2017-11-21,'000570,À’≥£≤Ò£¡,5.93,5.99,5.9,5.97,5.97,-0.04,-0.67,0.4661,1917471,11387464.27,3328949753.18,2439449753.18
2017-11-20,'000570,À’≥£≤Ò£¡,5.97,6.07,5.88,6.05,6.05,-0.08,-1.3223,0.8344,3432451,20389635.0,3351404726.22,2455904726.22
2017-11-17,'000570,À’≥£≤Ò£¡,6.05,6.32,6.04,6.29,6.29,-0.24,-3.8156,1.0178,4187000,25720377.0,3396314672.3,2488814672.3
2017-11-16,'000570,À’≥£≤Ò£¡,6.29,6.35,6.29,6.31,6.32,-0.03,-0.4747,0.3888,1599400,10101887.0,3531044510.54,2587544510.54
2017-11-15,'000570,À’≥£≤Ò£¡,6.32,6.41,6.3,6.4,6.4,-0.08,-1.25,0.6506,2676489,16971599.72,3547885740.32,2599885740.32
2017-11-14,'000570,À’≥£≤Ò£¡,6.4,6.45,6.38,6.41,6.43,-0.03,-0.4666,0.4107,1689550,10833141.0,3592795686.4,2632795686.4
2017-11-13,'000570,À’≥£≤Ò£¡,6.43,6.5,6.4,6.48,6.48,-0.05,-0.7716,0.5641,2320721,14926674.5,3609636916.18,2645136916.18
2017-11-10,'000570,À’≥£≤Ò£¡,6.48,6.54,6.46,6.54,6.54,-0.06,-0.9174,0.5555,2285009,14830263.72,3637705632.48,2665705632.48
2017-11-09,'000570,À’≥£≤Ò£¡,6.54,6.57,6.47,6.52,6.52,0.02,0.3067,0.4685,1927141,12579747.37,3671388092.04,2690388092.04
2017-11-08,'000570,À’≥£≤Ò£¡,6.52,6.55,6.45,6.47,6.51,0.01,0.1536,0.6317,2598700,16923848.0,3660160605.52,2682160605.52
2017-11-07,'000570,À’≥£≤Ò£¡,6.51,6.52,6.33,6.49,6.51,0.0,0.0,1.1579,4763328,30637542.94,3654546862.26,2678046862.26
2017-11-06,'000570,À’≥£≤Ò£¡,6.51,6.54,6.41,6.5,6.49,0.02,0.3082,0.5717,2351849,15259059.99,3654546862.26,2678046862.26
2017-11-03,'000570,À’≥£≤Ò£¡,6.49,6.69,6.46,6.67,6.67,-0.18,-2.6987,0.7721,3176420,20853621.2,3643319375.74,2669819375.74
2017-11-02,'000570,À’≥£≤Ò£¡,6.67,6.79,6.64,6.73,6.76,-0.09,-1.3314,0.4238,1743447,11681515.94,3744366754.42,2743866754.42
2017-11-01,'000570,À’≥£≤Ò£¡,6.76,6.86,6.75,6.84,6.8,-0.04,-0.5882,0.4638,1908002,12982389.6,3794890443.76,2780890443.76
2017-10-31,'000570,À’≥£≤Ò£¡,6.8,7.0,6.75,6.86,6.69,0.11,1.6442,0.6186,2544570,17327322.68,3817345416.8,2797345416.8
2017-10-30,'000570,À’≥£≤Ò£¡,6.69,6.94,6.66,6.94,6.95,-0.26,-3.741,0.878,3612000,24339733.0,3755594240.94,2752094240.94
2017-10-27,'000570,À’≥£≤Ò£¡,6.95,7.09,6.9,7.09,7.13,-0.18,-2.5245,0.9637,3964286,27727734.49,3901551565.7,2859051565.7
2017-10-26,'000570,À’≥£≤Ò£¡,7.13,7.34,7.08,7.16,7.17,-0.04,-0.5579,1.3662,5620202,40320155.53,4002598944.38,2933098944.38
2017-10-25,'000570,À’≥£≤Ò£¡,7.17,7.23,7.08,7.12,7.1,0.07,0.9859,0.7317,3009900,21477759.82,4025053917.42,2949553917.42
2017-10-24,'000570,À’≥£≤Ò£¡,7.1,7.16,7.08,7.14,7.17,-0.07,-0.9763,0.4063,1671501,11888239.08,3985757714.6,2920757714.6
2017-10-23,'000570,À’≥£≤Ò£¡,7.17,7.25,7.01,7.05,7.08,0.09,1.2712,1.1334,4662637,33322109.28,4025053917.42,2949553917.42
2017-10-20,'000570,À’≥£≤Ò£¡,7.08,7.08,6.93,6.98,7.0,0.08,1.1429,0.5767,2372437,16631066.58,3974530228.08,2912530228.08
2017-10-19,'000570,À’≥£≤Ò£¡,7.0,7.09,6.77,6.94,6.95,0.05,0.7194,0.9707,3993200,27478063.3,3929620282.0,2879620282.0
2017-10-18,'000570,À’≥£≤Ò£¡,6.95,7.02,6.93,6.98,6.95,0.0,0.0,0.4526,1861800,12986105.0,3901551565.7,2859051565.7
2017-10-17,'000570,À’≥£≤Ò£¡,6.95,7.01,6.92,6.92,6.95,0.0,0.0,0.5074,2087300,14533884.0,3901551565.7,2859051565.7
2017-10-16,'000570,À’≥£≤Ò£¡,6.95,7.15,6.95,7.15,7.13,-0.18,-2.5245,0.7004,2881400,20329710.0,3901551565.7,2859051565.7
2017-10-13,'000570,À’≥£≤Ò£¡,7.13,7.14,7.08,7.09,7.09,0.04,0.5642,0.4085,1680542,11972738.04,4002598944.38,2933098944.38
2017-10-12,'000570,À’≥£≤Ò£¡,7.09,7.16,7.05,7.13,7.16,-0.07,-0.9777,0.5068,2084901,14819309.16,3980143971.34,2916643971.34
