ÈÕÆÚ,¹ÉÆ±´úÂë,Ãû³Æ,ÊÕÅÌ¼Û,×î¸ß¼Û,×îµÍ¼Û,¿ªÅÌ¼Û,Ç°ÊÕÅÌ,ÕÇµø¶î,ÕÇµø·ù,»»ÊÖÂÊ,³É½»Á¿,³É½»½ð¶î,×ÜÊÐÖµ,Á÷Í¨ÊÐÖµ
2017-12-22,'600177,ÑÅ¸ê¶û,9.09,9.15,9.09,9.1,9.1,-0.01,-0.1099,0.1078,3859970,35185241.0,32555356438.8,32555356438.8
2017-12-21,'600177,ÑÅ¸ê¶û,9.1,9.14,9.03,9.12,9.12,-0.02,-0.2193,0.2076,7436549,67623969.0,32591170912.3,32591170912.3
2017-12-20,'600177,ÑÅ¸ê¶û,9.12,9.23,9.11,9.22,9.22,-0.1,-1.0846,0.2191,7847486,72006552.0,32662799859.4,32662799859.4
2017-12-19,'600177,ÑÅ¸ê¶û,9.22,9.25,9.19,9.21,9.21,0.01,0.1086,0.1773,6351140,58540813.0,33020944594.7,33020944594.7
2017-12-18,'600177,ÑÅ¸ê¶û,9.21,9.27,9.19,9.25,9.23,-0.02,-0.2167,0.1243,4450058,41020256.0,32985130121.1,32985130121.1
2017-12-15,'600177,ÑÅ¸ê¶û,9.23,9.24,9.2,9.23,9.22,0.01,0.1085,0.1496,5357221,49377641.0,33056759068.2,33056759068.2
2017-12-14,'600177,ÑÅ¸ê¶û,9.22,9.31,9.2,9.3,9.3,-0.08,-0.8602,0.1985,7110613,65726546.0,33020944594.7,33020944594.7
2017-12-13,'600177,ÑÅ¸ê¶û,9.3,9.33,9.26,9.29,9.31,-0.01,-0.1074,0.1218,4362459,40547532.0,33307460382.9,33307460382.9
2017-12-12,'600177,ÑÅ¸ê¶û,9.31,9.37,9.3,9.36,9.36,-0.05,-0.5342,0.1354,4849652,45248600.0,33343274856.4,33343274856.4
2017-12-11,'600177,ÑÅ¸ê¶û,9.36,9.38,9.32,9.33,9.34,0.02,0.2141,0.1794,6425983,60042636.0,33522347224.1,33522347224.1
2017-12-08,'600177,ÑÅ¸ê¶û,9.34,9.39,9.28,9.31,9.28,0.06,0.6466,0.2484,8897085,83139462.0,33450718277.0,33450718277.0
2017-12-07,'600177,ÑÅ¸ê¶û,9.28,9.34,9.26,9.29,9.29,-0.01,-0.1076,0.2001,7165963,66695285.0,33235831435.8,33235831435.8
2017-12-06,'600177,ÑÅ¸ê¶û,9.29,9.3,9.21,9.28,9.28,0.01,0.1078,0.1666,5966537,55225309.0,33271645909.4,33271645909.4
2017-12-05,'600177,ÑÅ¸ê¶û,9.28,9.35,9.26,9.34,9.31,-0.03,-0.3222,0.2339,8377774,77894190.0,33235831435.8,33235831435.8
2017-12-04,'600177,ÑÅ¸ê¶û,9.31,9.4,9.28,9.4,9.42,-0.11,-1.1677,0.2092,7491728,69936040.0,33343274856.4,33343274856.4
2017-12-01,'600177,ÑÅ¸ê¶û,9.42,9.43,9.27,9.28,9.28,0.14,1.5086,0.3888,13924311,130489823.0,33737234065.3,33737234065.3
2017-11-30,'600177,ÑÅ¸ê¶û,9.28,9.32,9.24,9.31,9.34,-0.06,-0.6424,0.2126,7613360,70621605.0,33235831435.8,33235831435.8
2017-11-29,'600177,ÑÅ¸ê¶û,9.34,9.35,9.2,9.3,9.31,0.03,0.3222,0.359,12858076,119097901.0,33450718277.0,33450718277.0
2017-11-28,'600177,ÑÅ¸ê¶û,9.31,9.34,9.25,9.3,9.29,0.02,0.2153,0.2079,7447185,69182417.0,33343274856.4,33343274856.4
2017-11-27,'600177,ÑÅ¸ê¶û,9.29,9.41,9.26,9.38,9.38,-0.09,-0.9595,0.2863,10252566,95392723.0,33271645909.4,33271645909.4
2017-11-24,'600177,ÑÅ¸ê¶û,9.38,9.45,9.32,9.36,9.35,0.03,0.3209,0.2148,7692456,72180098.0,33593976171.1,33593976171.1
2017-11-23,'600177,ÑÅ¸ê¶û,9.35,9.52,9.32,9.5,9.49,-0.14,-1.4752,0.2801,10032752,94621367.0,33486532750.5,33486532750.5
2017-11-22,'600177,ÑÅ¸ê¶û,9.49,9.54,9.45,9.47,9.45,0.04,0.4233,0.3194,11437402,108676499.0,33987935380.0,33987935380.0
2017-11-21,'600177,ÑÅ¸ê¶û,9.45,9.5,9.31,9.32,9.32,0.13,1.3948,0.3602,12901403,121609463.0,33844677485.8,33844677485.8
2017-11-20,'600177,ÑÅ¸ê¶û,9.32,9.38,9.26,9.37,9.38,-0.06,-0.6397,0.3239,11599099,107853491.0,33379089330.0,33379089330.0
2017-11-17,'600177,ÑÅ¸ê¶û,9.38,9.5,9.37,9.5,9.5,-0.12,-1.2632,0.3952,14155039,133297193.0,33593976171.1,33593976171.1
2017-11-16,'600177,ÑÅ¸ê¶û,9.5,9.57,9.49,9.55,9.55,-0.05,-0.5236,0.247,8844507,84284880.0,34023749853.5,34023749853.5
