»’∆⁄,π…∆±¥˙¬Î,√˚≥∆, ’≈Ãº€,◊Ó∏ﬂº€,◊ÓµÕº€,ø™≈Ãº€,«∞ ’≈Ã,’«µ¯∂Ó,’«µ¯∑˘,ªª ÷¬ ,≥…Ωª¡ø,≥…ΩªΩ∂Ó,◊‹ –÷µ,¡˜Õ® –÷µ
2018-01-16,'000573,‘¡∫Í‘∂£¡,5.38,5.49,5.08,5.13,5.27,0.11,2.0873,2.8397,17672033,93288245.57,3350425149.52,3348094076.22
2018-01-15,'000573,‘¡∫Í‘∂£¡,5.27,5.5,5.2,5.44,5.57,-0.3,-5.386,2.6712,16623241,88776020.21,3281922033.08,3279638621.13
2018-01-12,'000573,‘¡∫Í‘∂£¡,5.57,5.85,5.4,5.41,5.54,0.03,0.5415,4.4055,27416659,154729931.97,3468748714.28,3466335316.83
2018-01-11,'000573,‘¡∫Í‘∂£¡,5.54,5.65,5.23,5.3,5.49,0.05,0.9107,3.85,23959202,129361255.37,3450066046.16,3447665647.26
2018-01-10,'000573,‘¡∫Í‘∂£¡,5.49,5.75,5.35,5.65,5.53,-0.04,-0.7233,5.5491,34533376,191534165.97,3418928265.96,3416549531.31
2018-01-09,'000573,‘¡∫Í‘∂£¡,5.53,5.53,4.96,5.0,5.03,0.5,9.9404,4.6256,28786367,155231076.5,3443838490.12,3441442424.07
2018-01-08,'000573,‘¡∫Í‘∂£¡,5.03,5.13,4.92,4.92,4.98,0.05,1.004,1.5506,9649814,48644259.28,3132460688.12,3130281264.57
2018-01-05,'000573,‘¡∫Í‘∂£¡,4.98,5.23,4.8,4.83,4.83,0.15,3.1056,1.9573,12180957,61254170.75,3101322907.92,3099165148.62
2018-01-04,'000573,‘¡∫Í‘∂£¡,4.83,4.86,4.81,4.84,4.83,0.0,0.0,0.5551,3454600,16719799.0,3007909567.32,3005816800.77
2018-01-03,'000573,‘¡∫Í‘∂£¡,4.83,4.84,4.77,4.8,4.8,0.03,0.625,0.5791,3603897,17336834.97,3007909567.32,3005816800.77
2018-01-02,'000573,‘¡∫Í‘∂£¡,4.8,4.85,4.71,4.71,4.72,0.08,1.6949,0.5341,3323600,15979440.97,2989226899.2,2987147131.2
2017-12-29,'000573,‘¡∫Í‘∂£¡,4.72,4.73,4.68,4.72,4.71,0.01,0.2123,0.3858,2400852,11292613.92,2939406450.88,2937361345.68
2017-12-28,'000573,‘¡∫Í‘∂£¡,4.71,4.73,4.66,4.68,4.67,0.04,0.8565,0.6886,4285500,20150036.2,2933178894.84,2931138122.49
2017-12-27,'000573,‘¡∫Í‘∂£¡,4.67,4.72,4.64,4.69,4.69,-0.02,-0.4264,0.3587,2232479,10438331.14,2908268670.68,2906245229.73
2017-12-26,'000573,‘¡∫Í‘∂£¡,4.69,4.71,4.59,4.7,4.72,-0.03,-0.6356,0.6225,3873647,17994545.86,2920723782.76,2918691676.11
2017-12-25,'000573,‘¡∫Í‘∂£¡,4.72,4.88,4.66,4.83,4.85,-0.13,-2.6804,0.6845,4259900,20277222.0,2939406450.88,2937361345.68
2017-12-22,'000573,‘¡∫Í‘∂£¡,4.85,4.89,4.82,4.85,4.88,-0.03,-0.6148,0.2462,1532246,7434719.66,3020364679.4,3018263247.15
2017-12-21,'000573,‘¡∫Í‘∂£¡,4.88,4.93,4.81,4.88,4.89,-0.01,-0.2045,0.4202,2615086,12752500.1,3039047347.52,3036932916.72
2017-12-20,'000573,‘¡∫Í‘∂£¡,4.89,4.96,4.88,4.95,4.95,-0.06,-1.2121,0.3311,2060333,10102505.37,3045274903.56,3043156139.91
2017-12-19,'000573,‘¡∫Í‘∂£¡,4.95,4.97,4.9,4.93,4.93,0.02,0.4057,0.2913,1812693,8949967.5,3082640239.8,3080495479.05
2017-12-18,'000573,‘¡∫Í‘∂£¡,4.93,4.99,4.89,4.97,4.96,-0.03,-0.6048,0.4215,2623229,12948044.33,3070185127.72,3068049032.67
2017-12-15,'000573,‘¡∫Í‘∂£¡,4.96,5.0,4.93,4.99,4.97,-0.01,-0.2012,0.3988,2481600,12303768.0,3088867795.84,3086718702.24
2017-12-14,'000573,‘¡∫Í‘∂£¡,4.97,5.08,4.95,5.02,5.03,-0.06,-1.1928,0.5323,3312618,16616274.28,3095095351.88,3092941925.43
2017-12-13,'000573,‘¡∫Í‘∂£¡,5.03,5.07,5.0,5.03,5.03,0.0,0.0,0.3733,2323411,11680243.57,3132460688.12,3130281264.57
2017-12-12,'000573,‘¡∫Í‘∂£¡,5.03,5.14,5.02,5.13,5.1,-0.07,-1.3725,0.5375,3344703,16943342.25,3132460688.12,3130281264.57
2017-12-11,'000573,‘¡∫Í‘∂£¡,5.1,5.18,5.1,5.14,5.16,-0.06,-1.1628,0.5589,3478326,17862346.38,3176053580.4,3173843826.9
2017-12-08,'000573,‘¡∫Í‘∂£¡,5.16,5.17,5.08,5.14,5.15,0.01,0.1942,0.5752,3579297,18335499.22,3213418916.64,3211183166.04
2017-12-07,'000573,‘¡∫Í‘∂£¡,5.15,5.17,5.0,5.0,5.02,0.13,2.5896,0.8693,5409917,27618983.21,3207191360.6,3204959942.85
2017-12-06,'000573,‘¡∫Í‘∂£¡,5.02,5.02,4.9,4.92,4.92,0.1,2.0325,0.5332,3317976,16504846.68,3126233132.08,3124058041.38
