�梪�,嘖き測鎢,靡備,彶攫歎,郔詢歎,郔腴歎,羲攫歎,ヶ彶攫,梀視塗,梀視盟,遙忒薹,傖蝠講,傖蝠踢塗,軞庈硉,霜籵庈硉
2018-01-18,'000795,荎醫貌,5.99,6.07,5.96,5.97,5.98,0.01,0.1672,1.1644,7985896,48062770.02,6790767776.97,4108255492.64
2018-01-17,'000795,荎醫貌,5.98,6.02,5.88,6.02,6.01,-0.03,-0.4992,1.3092,8979104,53308985.56,6779430935.94,4101396969.28
2018-01-16,'000795,荎醫貌,6.01,6.01,5.93,5.95,5.95,0.06,1.0084,1.2318,8448538,50451033.42,6813441459.03,4121972539.36
2018-01-15,'000795,荎醫貌,5.95,6.21,5.86,6.16,6.21,-0.26,-4.1868,2.5137,17240125,104086031.17,6745420412.85,4080821399.2
2018-01-12,'000795,荎醫貌,6.21,6.34,6.2,6.34,6.32,-0.11,-1.7405,1.5399,10561208,65933558.0,7040178279.63,4259143006.56
2018-01-11,'000795,荎醫貌,6.32,6.4,6.25,6.36,6.38,-0.06,-0.9404,2.0735,14221250,89685830.54,7164883530.96,4334586763.52
2018-01-10,'000795,荎醫貌,6.38,6.53,6.32,6.44,6.45,-0.07,-1.0853,3.4421,23607951,151903075.63,7232904577.14,4375737903.68
2018-01-09,'000795,荎醫貌,6.45,6.64,6.23,6.28,6.3,0.15,2.381,4.9665,34062974,218647537.78,7312262464.35,4423747567.2
2018-01-08,'000795,荎醫貌,6.3,6.35,6.2,6.23,6.23,0.07,1.1236,2.5541,17517099,109896490.63,7142209848.9,4320869716.8
2018-01-05,'000795,荎醫貌,6.23,6.29,6.2,6.29,6.3,-0.07,-1.1111,1.4083,9658997,60172150.53,7062851961.69,4272860053.28
2018-01-04,'000795,荎醫貌,6.3,6.3,6.18,6.25,6.26,0.04,0.639,2.0019,13730179,85491861.67,7142209848.9,4320869716.8
2018-01-03,'000795,荎醫貌,6.26,6.34,6.21,6.27,6.27,-0.01,-0.1595,2.1549,14779609,92790162.09,7096862484.78,4293435623.36
2018-01-02,'000795,荎醫貌,6.27,6.28,6.16,6.21,6.2,0.07,1.129,1.7252,11832351,73770489.18,7108199325.81,4300294146.72
2017-12-29,'000795,荎醫貌,6.2,6.31,6.16,6.27,6.34,-0.14,-2.2082,2.9487,20223632,125838450.66,7028841438.6,4252284483.2
