ÈÕÆÚ,¹ÉÆ±´úÂë,Ãû³Æ,ÊÕÅÌ¼Û,×î¸ß¼Û,×îµÍ¼Û,¿ªÅÌ¼Û,Ç°ÊÕÅÌ,ÕÇµø¶î,ÕÇµø·ù,»»ÊÖÂÊ,³É½»Á¿,³É½»½ð¶î,×ÜÊÐÖµ,Á÷Í¨ÊÐÖµ
2017-12-28,'002306,*STÔÆÍø,4.86,4.86,4.65,4.76,4.63,0.23,4.9676,1.2428,9942751,47871093.8,3888000000.0,3888000000.0
2017-12-27,'002306,*STÔÆÍø,4.63,4.73,4.57,4.73,4.51,0.12,2.6608,1.4087,11269800,52378326.0,3704000000.0,3704000000.0
2017-12-26,'002306,*STÔÆÍø,4.51,4.55,4.48,4.53,4.51,0.0,0.0,0.4293,3434300,15489673.0,3608000000.0,3608000000.0
2017-12-25,'002306,*STÔÆÍø,4.51,4.62,4.49,4.53,4.52,-0.01,-0.2212,0.5937,4749400,21573633.0,3608000000.0,3608000000.0
2017-12-22,'002306,*STÔÆÍø,4.52,4.57,4.49,4.52,4.51,0.01,0.2217,0.3174,2539306,11451327.0,3616000000.0,3616000000.0
2017-12-21,'002306,*STÔÆÍø,4.51,4.59,4.48,4.52,4.59,-0.08,-1.7429,0.571,4567940,20641802.35,3608000000.0,3608000000.0
2017-12-20,'002306,*STÔÆÍø,4.59,4.68,4.56,4.57,4.57,0.02,0.4376,0.4826,3860400,17805425.0,3672000000.0,3672000000.0
2017-12-19,'002306,*STÔÆÍø,4.57,4.63,4.54,4.59,4.58,-0.01,-0.2183,0.4782,3825599,17506450.43,3656000000.0,3656000000.0
2017-12-18,'002306,*STÔÆÍø,4.58,4.65,4.54,4.54,4.55,0.03,0.6593,0.7822,6257350,28769664.5,3664000000.0,3664000000.0
2017-12-15,'002306,*STÔÆÍø,4.55,4.59,4.51,4.51,4.54,0.01,0.2203,0.6124,4898800,22280164.0,3640000000.0,3640000000.0
2017-12-14,'002306,*STÔÆÍø,4.54,4.64,4.45,4.49,4.55,-0.01,-0.2198,0.7843,6274300,28660933.0,3632000000.0,3632000000.0
2017-12-13,'002306,*STÔÆÍø,4.55,4.67,4.5,4.56,4.45,0.1,2.2472,1.51,12080357,55635550.07,3640000000.0,3640000000.0
