日期,股票代码,名称,收盘价,最高价,最低价,开盘价,前收盘,涨跌额,涨跌幅,换手率,成交量,成交金额,总市值,流通市值
2017-12-21,'603679,华体科技,23.89,24.06,23.54,23.99,23.87,0.02,0.0838,1.2272,306800,7329543.0,2389000000.0,597250000.0
2017-12-20,'603679,华体科技,23.87,24.03,23.68,23.93,23.9,-0.03,-0.1255,1.8409,460237,10959533.0,2387000000.0,596750000.0
2017-12-19,'603679,华体科技,23.9,24.2,23.87,24.2,24.03,-0.13,-0.541,1.5777,394428,9453632.0,2390000000.0,597500000.0
2017-12-18,'603679,华体科技,24.03,24.18,23.71,23.92,24.1,-0.07,-0.2905,1.2665,316628,7569742.0,2403000000.0,600750000.0
2017-12-15,'603679,华体科技,24.1,24.15,23.86,24.08,24.16,-0.06,-0.2483,1.2116,302900,7262258.0,2410000000.0,602500000.0
2017-12-14,'603679,华体科技,24.16,24.31,23.85,24.01,24.27,-0.11,-0.4532,1.4477,361913,8711898.0,2416000000.0,604000000.0
2017-12-13,'603679,华体科技,24.27,24.35,23.86,24.26,24.32,-0.05,-0.2056,1.9603,490067,11824487.0,2427000000.0,606750000.0
2017-12-12,'603679,华体科技,24.32,24.69,23.75,24.49,24.62,-0.3,-1.2185,3.3207,830185,20051146.0,2432000000.0,608000000.0
2017-12-11,'603679,华体科技,24.62,24.82,24.45,24.64,24.93,-0.31,-1.2435,2.3706,592648,14588402.0,2462000000.0,615500000.0
2017-12-08,'603679,华体科技,24.93,24.94,23.7,23.89,24.02,0.91,3.7885,4.0236,1005902,24697697.0,2493000000.0,623250000.0
2017-12-07,'603679,华体科技,24.02,24.12,23.42,23.8,24.03,-0.01,-0.0416,2.7921,698028,16624649.0,2402000000.0,600500000.0
2017-12-06,'603679,华体科技,24.03,24.05,23.42,23.53,23.93,0.1,0.4179,1.4564,364108,8671202.0,2403000000.0,600750000.0
2017-12-05,'603679,华体科技,23.93,24.1,22.8,24.0,24.05,-0.12,-0.499,3.7282,932041,21734732.0,2393000000.0,598250000.0
2017-12-04,'603679,华体科技,24.05,24.9,23.78,24.19,24.23,-0.18,-0.7429,2.0689,517228,12391684.0,2405000000.0,601250000.0
2017-12-01,'603679,华体科技,24.23,24.41,24.06,24.14,24.29,-0.06,-0.247,1.2556,313900,7626786.0,2423000000.0,605750000.0
2017-11-30,'603679,华体科技,24.29,24.9,23.85,24.9,24.47,-0.18,-0.7356,2.0491,512267,12433647.0,2429000000.0,607250000.0
2017-11-29,'603679,华体科技,24.47,24.7,23.8,24.45,24.39,0.08,0.328,2.1352,533793,12839940.0,2447000000.0,611750000.0
2017-11-28,'603679,华体科技,24.39,24.58,23.8,24.01,23.98,0.41,1.7098,2.3608,590210,14332762.0,2439000000.0,609750000.0
2017-11-27,'603679,华体科技,23.98,24.19,23.7,23.8,24.18,-0.2,-0.8271,1.8428,460709,10995459.0,2398000000.0,599500000.0
2017-11-24,'603679,华体科技,24.18,24.45,23.85,24.45,24.4,-0.22,-0.9016,2.6465,661619,15964345.0,2418000000.0,604500000.0
2017-11-23,'603679,华体科技,24.4,24.85,24.0,24.7,24.83,-0.43,-1.7318,2.5844,646100,15752720.0,2440000000.0,610000000.0
2017-11-22,'603679,华体科技,24.83,25.17,24.28,24.79,24.8,0.03,0.121,1.6927,423165,10492367.0,2483000000.0,620750000.0
2017-11-21,'603679,华体科技,24.8,25.45,24.02,25.29,25.27,-0.47,-1.8599,2.3412,585300,14576538.0,2480000000.0,620000000.0
2017-11-20,'603679,华体科技,25.27,25.47,23.68,24.59,24.98,0.29,1.1609,3.0324,758100,18911589.0,2527000000.0,631750000.0
2017-11-17,'603679,华体科技,24.98,26.6,24.5,26.49,26.88,-1.9,-7.0685,7.3643,1841081,47388594.0,2498000000.0,624500000.0
2017-11-16,'603679,华体科技,26.88,28.77,26.5,27.8,28.02,-1.14,-4.0685,7.8893,1972330,54561692.0,2688000000.0,672000000.0
2017-11-15,'603679,华体科技,28.02,29.2,27.82,28.0,28.21,-0.19,-0.6735,8.289,2072248,59069252.0,2802000000.0,700500000.0
2017-11-14,'603679,华体科技,28.21,28.48,27.9,27.96,27.96,0.25,0.8941,7.6961,1924018,54250687.0,2821000000.0,705250000.0
2017-11-13,'603679,华体科技,27.96,28.38,27.9,28.01,28.17,-0.21,-0.7455,4.4541,1113528,31219550.0,2796000000.0,699000000.0
