ÈÕÆÚ,¹ÉÆ±´úÂë,Ãû³Æ,ÊÕÅÌ¼Û,×î¸ß¼Û,×îµÍ¼Û,¿ªÅÌ¼Û,Ç°ÊÕÅÌ,ÕÇµø¶î,ÕÇµø·ù,»»ÊÖÂÊ,³É½»Á¿,³É½»½ð¶î,×ÜÊÐÖµ,Á÷Í¨ÊÐÖµ
2017-12-22,'603566,ÆÕÀ³¿Â,21.8,21.93,21.51,21.68,21.68,0.12,0.5535,0.1995,323421,7042569.0,7057532000.0,3534176324.0
2017-12-21,'603566,ÆÕÀ³¿Â,21.68,22.0,21.38,21.74,21.75,-0.07,-0.3218,0.3499,567255,12259078.0,7018683200.0,3514722142.4
2017-12-20,'603566,ÆÕÀ³¿Â,21.75,22.18,21.55,21.83,21.79,-0.04,-0.1836,0.2176,352800,7694015.0,7041345000.0,3526070415.0
2017-12-19,'603566,ÆÕÀ³¿Â,21.79,21.92,21.57,21.82,21.87,-0.08,-0.3658,0.2076,336600,7324770.0,7054294600.0,3532555142.2
2017-12-18,'603566,ÆÕÀ³¿Â,21.87,22.0,21.2,21.69,21.69,0.18,0.8299,0.3497,566921,12338844.0,7080193800.0,3545524596.6
2017-12-15,'603566,ÆÕÀ³¿Â,21.69,22.32,21.6,22.11,22.28,-0.59,-2.6481,0.4422,716881,15629943.0,7021920600.0,3516343324.2
2017-12-14,'603566,ÆÕÀ³¿Â,22.28,22.3,21.58,21.99,21.99,0.29,1.3188,0.3738,606000,13213835.0,7212927200.0,3611993050.4
2017-12-13,'603566,ÆÕÀ³¿Â,21.99,22.41,21.9,22.4,22.38,-0.39,-1.7426,0.5539,897945,19818585.0,7119042600.0,3564978778.2
2017-12-12,'603566,ÆÕÀ³¿Â,22.38,22.73,22.23,22.73,22.72,-0.34,-1.4965,0.2878,466610,10481166.0,7245301200.0,3628204868.4
2017-12-11,'603566,ÆÕÀ³¿Â,22.72,22.88,22.6,22.83,23.0,-0.28,-1.2174,0.3817,618845,14046358.0,7355372800.0,3683325049.6
2017-12-08,'603566,ÆÕÀ³¿Â,23.0,23.05,22.57,22.88,22.88,0.12,0.5245,0.3686,597600,13608597.0,7446020000.0,3728718140.0
2017-12-07,'603566,ÆÕÀ³¿Â,22.88,23.79,22.55,22.79,22.79,0.09,0.3949,0.5087,824704,18938628.0,7407171200.0,3709263958.4
2017-12-06,'603566,ÆÕÀ³¿Â,22.79,23.4,22.06,22.81,23.1,-0.31,-1.342,0.6085,986514,22389900.0,7378034600.0,3694673322.2
2017-12-05,'603566,ÆÕÀ³¿Â,23.1,23.96,23.0,23.85,23.82,-0.72,-3.0227,0.302,489579,11434196.0,7478394000.0,3744929958.0
2017-12-04,'603566,ÆÕÀ³¿Â,23.82,24.0,23.6,23.89,23.9,-0.08,-0.3347,0.2988,484357,11540250.0,7711486800.0,3861655047.6
2017-12-01,'603566,ÆÕÀ³¿Â,23.9,24.57,23.84,24.39,24.56,-0.66,-2.6873,0.6792,1101168,26676313.0,7737386000.0,3874624502.0
2017-11-30,'603566,ÆÕÀ³¿Â,24.56,25.05,24.42,24.6,24.73,-0.17,-0.6874,0.4281,693973,17216260.0,7951054400.0,3981622500.8
2017-11-29,'603566,ÆÕÀ³¿Â,24.73,25.1,24.51,25.09,25.05,-0.32,-1.2774,0.3161,512496,12682350.0,8006090200.0,4009182591.4
2017-11-28,'603566,ÆÕÀ³¿Â,25.05,25.1,24.5,24.62,24.83,0.22,0.886,0.4415,715807,17857070.0,8109687000.0,4061060409.0
2017-11-27,'603566,ÆÕÀ³¿Â,24.83,25.09,24.11,24.2,24.21,0.62,2.5609,0.5396,874802,21659914.0,8038464200.0,4025394409.4
2017-11-24,'603566,ÆÕÀ³¿Â,24.21,24.7,23.92,24.0,24.21,0.0,0.0,0.3584,580986,14087327.0,7837745400.0,3924881137.8
2017-11-23,'603566,ÆÕÀ³¿Â,24.21,25.0,24.1,24.99,24.8,-0.59,-2.379,0.4034,654002,15934020.0,7837745400.0,3924881137.8
2017-11-22,'603566,ÆÕÀ³¿Â,24.8,24.81,24.24,24.53,24.62,0.18,0.7311,0.5022,814106,19937433.0,8028752000.0,4020530864.0
2017-11-21,'603566,ÆÕÀ³¿Â,24.62,25.52,23.93,25.28,25.35,-0.73,-2.8797,1.3211,2141742,52527163.0,7970478800.0,3991349591.6
2017-11-20,'603566,ÆÕÀ³¿Â,25.35,25.5,24.31,24.7,24.69,0.66,2.6731,0.9637,1562290,39061543.0,8206809000.0,4109695863.0
2017-11-17,'603566,ÆÕÀ³¿Â,24.69,25.24,24.67,24.95,24.95,-0.26,-1.0421,0.7928,1285200,32079376.0,7993140600.0,4002697864.2
2017-11-16,'603566,ÆÕÀ³¿Â,24.95,25.0,24.11,24.31,24.39,0.56,2.296,0.6609,1071500,26548340.0,8077313000.0,4044848591.0
