日期,股票代码,名称,收盘价,最高价,最低价,开盘价,前收盘,涨跌额,涨跌幅,换手率,成交量,成交金额,总市值,流通市值
2017-12-15,'002772,众兴菌业,11.17,11.34,11.17,11.34,11.3,-0.13,-1.1504,0.6919,1535142,17209469.59,4170103997.19,2478474662.4
2017-12-14,'002772,众兴菌业,11.3,11.35,11.13,11.2,11.2,0.1,0.8929,1.4622,3244432,36621026.49,4218636989.1,2507319936.0
2017-12-13,'002772,众兴菌业,11.2,11.29,11.11,11.16,11.16,0.04,0.3584,1.5093,3348993,37573639.34,4181303918.4,2485131264.0
2017-12-12,'002772,众兴菌业,11.16,11.4,11.12,11.31,11.3,-0.14,-1.2389,1.0107,2242562,25219996.66,4166370690.12,2476255795.2
2017-12-11,'002772,众兴菌业,11.3,11.45,11.22,11.3,11.34,-0.04,-0.3527,1.3091,2904805,32868232.2,4218636989.1,2507319936.0
2017-12-08,'002772,众兴菌业,11.34,11.7,10.79,10.8,11.03,0.31,2.8105,2.6823,5951642,67251163.52,4233570217.38,2516195404.8
2017-12-07,'002772,众兴菌业,11.03,11.05,10.9,11.05,11.09,-0.06,-0.541,0.9308,2065256,22652935.84,4117837698.21,2447410521.6
2017-12-06,'002772,众兴菌业,11.09,11.24,10.85,11.17,11.22,-0.13,-1.1586,1.5351,3406166,37432968.93,4140237540.63,2460723724.8
2017-12-05,'002772,众兴菌业,11.22,11.66,11.12,11.57,11.64,-0.42,-3.6082,1.3544,3005337,34008554.88,4188770532.54,2489568998.4
2017-12-04,'002772,众兴菌业,11.64,11.85,11.64,11.84,11.9,-0.26,-2.1849,0.6285,1394600,16371262.74,4345569429.48,2582761420.8
2017-12-01,'002772,众兴菌业,11.9,12.12,11.65,11.7,11.8,0.1,0.8475,1.1209,2487062,29512988.42,4442635413.3,2640451968.0
2017-11-30,'002772,众兴菌业,11.8,11.8,11.59,11.8,11.86,-0.06,-0.5059,0.9418,2089779,24453798.19,4405302342.6,2618263296.0
2017-11-29,'002772,众兴菌业,11.86,11.89,11.71,11.88,11.88,-0.02,-0.1684,0.5915,1312457,15464047.74,4427702185.02,2631576499.2
2017-11-28,'002772,众兴菌业,11.88,11.9,11.77,11.84,11.89,-0.01,-0.0841,0.5183,1150022,13605448.28,4435168799.16,2636014233.6
2017-11-27,'002772,众兴菌业,11.89,11.9,11.73,11.86,11.91,-0.02,-0.1679,0.7408,1643741,19441443.93,4438902106.23,2638233100.8
2017-11-24,'002772,众兴菌业,11.91,11.91,11.7,11.74,11.86,0.05,0.4216,0.6675,1481057,17508436.51,4446368720.37,2642670835.2
2017-11-23,'002772,众兴菌业,11.86,11.93,11.63,11.89,11.93,-0.07,-0.5868,0.8396,1863021,21920371.71,4427702185.02,2631576499.2
2017-11-22,'002772,众兴菌业,11.93,12.01,11.7,11.98,11.97,-0.04,-0.3342,0.6064,1345423,16005125.28,4453835334.51,2647108569.6
2017-11-21,'002772,众兴菌业,11.97,12.04,11.75,11.81,11.87,0.1,0.8425,0.7378,1637029,19435992.04,4468768562.79,2655984038.4
2017-11-20,'002772,众兴菌业,11.87,12.13,11.52,12.12,12.13,-0.26,-2.1434,0.8946,1985033,23438434.66,4431435492.09,2633795366.4
2017-11-17,'002772,众兴菌业,12.13,12.36,11.88,12.36,12.33,-0.2,-1.6221,1.7899,3971494,47861448.9,4528501475.91,2691485913.6
2017-11-16,'002772,众兴菌业,12.33,12.41,12.28,12.41,12.39,-0.06,-0.4843,0.4483,994776,12257398.96,4603167617.31,2735863257.6
2017-11-15,'002772,众兴菌业,12.39,12.43,12.28,12.4,12.4,-0.01,-0.0806,0.7877,1747694,21585371.21,4625567459.73,2749176460.8
2017-11-14,'002772,众兴菌业,12.4,12.64,12.34,12.64,12.64,-0.24,-1.8987,0.9803,2175242,27103043.38,4629300766.8,2751395328.0
2017-11-13,'002772,众兴菌业,12.64,12.81,12.58,12.65,12.67,-0.03,-0.2368,1.0688,2371428,30118125.66,4718900136.48,2804648140.8
2017-11-10,'002772,众兴菌业,12.67,12.74,12.52,12.61,12.66,0.01,0.079,1.1135,2470629,31182599.03,4730100057.69,2811304742.4
2017-11-09,'002772,众兴菌业,12.66,12.91,12.58,12.79,12.49,0.17,1.3611,1.449,3215125,40870860.48,4726366750.62,2809085875.2
2017-11-08,'002772,众兴菌业,12.49,12.52,12.37,12.44,12.43,0.06,0.4827,0.7525,1669711,20804515.45,4662900530.43,2771365132.8
2017-11-07,'002772,众兴菌业,12.43,12.48,12.36,12.41,12.42,0.01,0.0805,0.4637,1028818,12758746.74,4640500688.01,2758051929.6
2017-11-06,'002772,众兴菌业,12.42,12.47,12.3,12.37,12.37,0.05,0.4042,0.4221,936500,11610787.17,4636767380.94,2755833062.4
2017-11-03,'002772,众兴菌业,12.37,12.48,12.22,12.48,12.41,-0.04,-0.3223,0.777,1724149,21293380.13,4618100845.59,2744738726.4
2017-11-02,'002772,众兴菌业,12.41,12.66,12.41,12.66,12.62,-0.21,-1.664,0.9064,2011121,25107065.48,4633034073.87,2753614195.2
2017-11-01,'002772,众兴菌业,12.62,12.75,12.61,12.7,12.71,-0.09,-0.7081,0.788,1748471,22170437.44,4711433522.34,2800210406.4
2017-10-31,'002772,众兴菌业,12.71,12.82,12.57,12.62,12.65,0.06,0.4743,0.8018,1778980,22543482.5,4745033285.97,2820180211.2
2017-10-30,'002772,众兴菌业,12.65,12.88,12.38,12.85,12.82,-0.17,-1.3261,1.0508,2331529,29320200.99,4722633443.55,2806867008.0
2017-10-27,'002772,众兴菌业,12.82,12.85,12.7,12.8,12.85,-0.03,-0.2335,0.7987,1772314,22636464.56,4786099663.74,2844587750.4
2017-10-26,'002772,众兴菌业,12.85,12.88,12.65,12.72,12.72,0.13,1.022,1.0085,2237706,28516749.76,4797299584.95,2851244352.0
2017-10-25,'002772,众兴菌业,12.72,12.72,12.61,12.69,12.68,0.04,0.3155,0.6572,1458274,18487509.18,4748766593.04,2822399078.4
2017-10-24,'002772,众兴菌业,12.68,12.78,12.6,12.76,12.74,-0.06,-0.471,0.6252,1387337,17596911.19,4733833364.76,2813523609.6
2017-10-23,'002772,众兴菌业,12.74,12.75,12.64,12.7,12.75,-0.01,-0.0784,0.9548,2118525,26897872.78,4756233207.18,2826836812.8
2017-10-20,'002772,众兴菌业,12.75,12.79,12.64,12.65,12.65,0.1,0.7905,0.6134,1361090,17310755.09,4759966514.25,2829055680.0
2017-10-19,'002772,众兴菌业,12.65,12.84,12.51,12.8,12.84,-0.19,-1.4798,1.6493,3659626,46429730.88,4722633443.55,2806867008.0
2017-10-18,'002772,众兴菌业,12.84,13.11,12.8,12.91,12.92,-0.08,-0.6192,1.1551,2562998,33188779.19,4793566277.88,2849025484.8
2017-10-17,'002772,众兴菌业,12.92,13.1,12.82,13.1,13.19,-0.27,-2.047,1.4433,3202535,41324650.72,4823432734.44,2866776422.4
2017-10-16,'002772,众兴菌业,13.19,13.65,13.16,13.27,13.27,-0.08,-0.6029,2.4471,5429805,72808092.4,4924232025.33,2926685836.8
2017-10-13,'002772,众兴菌业,13.27,13.27,13.14,13.15,13.21,0.06,0.4542,0.9783,2170787,28646188.13,4954098481.89,2944436774.4
2017-10-12,'002772,众兴菌业,13.21,13.31,13.15,13.24,13.33,-0.12,-0.9002,1.0647,2362447,31232380.72,4931698639.47,2931123571.2
2017-10-11,'002772,众兴菌业,13.33,13.4,13.12,13.2,13.33,0.0,0.0,1.677,3720995,49422566.69,4976498324.31,2957749977.6
2017-10-10,'002772,众兴菌业,13.33,13.43,13.01,13.04,13.04,0.29,2.2239,1.6236,3602468,47795620.85,4976498324.31,2957749977.6
2017-10-09,'002772,众兴菌业,13.04,13.11,13.02,13.06,12.94,0.1,0.7728,0.7627,1692270,22099306.44,4868232419.28,2893402828.8
2017-09-29,'002772,众兴菌业,12.94,12.98,12.8,12.84,12.7,0.24,1.8898,0.9556,2120263,27349292.8,4830899348.58,2871214156.8
2017-09-28,'002772,众兴菌业,12.7,12.87,12.7,12.8,12.81,-0.11,-0.8587,0.6554,1454347,18585834.33,4741299978.9,2817961344.0
2017-09-27,'002772,众兴菌业,12.81,12.82,12.71,12.71,12.74,0.07,0.5495,0.5499,1220227,15599778.81,4782366356.67,2842368883.2
