日期,股票代码,名称,收盘价,最高价,最低价,开盘价,前收盘,涨跌额,涨跌幅,换手率,成交量,成交金额,总市值,流通市值
2017-12-21,'600036,招商银行,29.64,30.0,29.2,29.37,29.47,0.17,0.5769,0.275,56738026,1684770426.0,7.47516223614e+11,6.11441912876e+11
2017-12-20,'600036,招商银行,29.47,29.75,29.08,29.41,29.36,0.11,0.3747,0.2687,55439985,1631568151.0,7.43228849861e+11,6.07934992323e+11
2017-12-19,'600036,招商银行,29.36,29.5,28.34,28.47,28.33,1.03,3.6357,0.3739,77123200,2238122922.0,7.40454666845e+11,6.05665808435e+11
2017-12-18,'600036,招商银行,28.33,28.51,28.05,28.1,28.06,0.27,0.9622,0.1812,37389497,1058596842.0,7.14478225876e+11,5.84417995674e+11
2017-12-15,'600036,招商银行,28.06,28.6,28.0,28.57,28.63,-0.57,-1.9909,0.2366,48806521,1378078334.0,7.07668867564e+11,5.78848180678e+11
2017-12-14,'600036,招商银行,28.63,29.0,28.45,28.53,28.6,0.03,0.1049,0.2566,52939187,1520833399.0,7.22044179557e+11,5.90606679002e+11
2017-12-13,'600036,招商银行,28.6,28.78,27.95,28.35,28.35,0.25,0.8818,0.2599,53615880,1517011706.0,7.21287584189e+11,5.89987810669e+11
2017-12-12,'600036,招商银行,28.35,29.07,28.33,28.7,28.93,-0.58,-2.0048,0.2671,55109715,1579380952.0,7.14982622788e+11,5.84830574562e+11
2017-12-11,'600036,招商银行,28.93,29.0,27.96,28.44,28.52,0.41,1.4376,0.3866,79743013,2266771061.0,7.29610133237e+11,5.96795362331e+11
2017-12-08,'600036,招商银行,28.52,28.58,27.91,28.12,28.25,0.27,0.9558,0.2528,52147804,1476432452.0,7.19269996541e+11,5.88337495115e+11
2017-12-07,'600036,招商银行,28.25,29.07,27.85,28.7,28.93,-0.68,-2.3505,0.3161,65215249,1846806140.0,7.12460638228e+11,5.82767680119e+11
2017-12-06,'600036,招商银行,28.93,29.35,28.51,29.35,29.49,-0.56,-1.8989,0.2679,55265542,1602158000.0,7.29610133237e+11,5.96795362331e+11
2017-12-05,'600036,招商银行,29.49,29.59,28.72,28.72,28.72,0.77,2.6811,0.4288,88452920,2588555823.0,7.43733246773e+11,6.08347571211e+11
2017-12-04,'600036,招商银行,28.72,29.07,28.42,28.43,28.61,0.11,0.3845,0.2017,41607547,1197481935.0,7.24313965661e+11,5.92463284001e+11
2017-12-01,'600036,招商银行,28.61,29.11,28.35,28.99,28.99,-0.38,-1.3108,0.3276,67577561,1936547906.0,7.21539782645e+11,5.90194100114e+11
2017-11-30,'600036,招商银行,28.99,29.46,28.74,29.32,29.56,-0.57,-1.9283,0.2433,50183802,1458283316.0,7.31123323973e+11,5.98033098997e+11
2017-11-29,'600036,招商银行,29.56,29.69,28.81,29.31,29.19,0.37,1.2676,0.2813,58019644,1699268388.0,7.45498635966e+11,6.09791597321e+11
2017-11-28,'600036,招商银行,29.19,29.73,28.9,29.46,29.88,-0.69,-2.3092,0.2987,61627096,1801453860.0,7.36167293093e+11,6.02158887883e+11
2017-11-27,'600036,招商银行,29.88,29.95,28.88,29.86,30.09,-0.21,-0.6979,0.4777,98541100,2899282314.0,7.53568986558e+11,6.16392859539e+11
2017-11-24,'600036,招商银行,30.09,30.79,29.63,30.25,30.0,0.09,0.3,0.3939,81263787,2447316075.0,7.58865154134e+11,6.20724937869e+11
2017-11-23,'600036,招商银行,30.0,31.13,29.5,30.8,30.9,-0.9,-2.9126,0.4318,89079547,2709651298.0,7.5659536803e+11,6.1886833287e+11
2017-11-22,'600036,招商银行,30.9,31.66,30.54,30.54,30.36,0.54,1.7787,0.473,97579050,3034245837.0,7.79293229071e+11,6.37434382856e+11
2017-11-21,'600036,招商银行,30.36,31.3,30.08,30.3,30.53,-0.17,-0.5568,0.5429,111984633,3439543678.0,7.65674512446e+11,6.26294752864e+11
2017-11-20,'600036,招商银行,30.53,30.7,29.09,29.38,29.38,1.15,3.9142,0.6348,130959008,3912283987.0,7.69961886199e+11,6.29801673417e+11
2017-11-17,'600036,招商银行,29.38,29.5,28.3,28.3,28.1,1.28,4.5552,0.7523,155197518,4524400131.0,7.40959063757e+11,6.06078387324e+11
2017-11-16,'600036,招商银行,28.1,28.13,27.49,27.77,27.88,0.22,0.7891,0.3294,67948860,1892846691.0,7.08677661388e+11,5.79673338455e+11
2017-11-15,'600036,招商银行,27.88,28.3,27.61,27.79,28.02,-0.14,-0.4996,0.3347,69036414,1927570960.0,7.03129295356e+11,5.75134970681e+11
2017-11-14,'600036,招商银行,28.02,28.28,27.68,27.75,27.67,0.35,1.2649,0.4094,84449909,2361867310.0,7.0666007374e+11,5.78023022901e+11
2017-11-13,'600036,招商银行,27.67,28.35,27.11,27.11,27.07,0.6,2.2165,0.663,136763738,3814308501.0,6.9783312778e+11,5.7080289235e+11
