»’∆⁄,π…∆±¥˙¬Î,√˚≥∆, ’≈Ãº€,◊Ó∏ﬂº€,◊ÓµÕº€,ø™≈Ãº€,«∞ ’≈Ã,’«µ¯∂Ó,’«µ¯∑˘,ªª ÷¬ ,≥…Ωª¡ø,≥…ΩªΩ∂Ó,◊‹ –÷µ,¡˜Õ® –÷µ
2017-12-28,'002550,«ß∫Ï÷∆“©,5.39,5.42,5.37,5.38,5.38,0.01,0.1859,0.1165,1483900,8006968.0,6899200000.0,6865896268.0
2017-12-27,'002550,«ß∫Ï÷∆“©,5.38,5.4,5.37,5.38,5.38,0.0,0.0,0.1314,1674098,9006442.26,6886400000.0,6853158056.0
2017-12-26,'002550,«ß∫Ï÷∆“©,5.38,5.41,5.36,5.38,5.38,0.0,0.0,0.1425,1815150,9766057.0,6886400000.0,6853158056.0
2017-12-25,'002550,«ß∫Ï÷∆“©,5.38,5.45,5.36,5.44,5.44,-0.06,-1.1029,0.1719,2189500,11790113.0,6886400000.0,6853158056.0
2017-12-22,'002550,«ß∫Ï÷∆“©,5.44,5.48,5.41,5.43,5.44,0.0,0.0,0.1147,1460500,7939126.0,6963200000.0,6929587328.0
2017-12-21,'002550,«ß∫Ï÷∆“©,5.44,5.49,5.38,5.47,5.49,-0.05,-0.9107,0.1306,1663900,9031834.0,6963200000.0,6929587328.0
2017-12-20,'002550,«ß∫Ï÷∆“©,5.49,5.56,5.48,5.54,5.55,-0.06,-1.0811,0.1361,1734251,9547675.5,7027200000.0,6993278388.0
2017-12-19,'002550,«ß∫Ï÷∆“©,5.55,5.55,5.5,5.51,5.49,0.06,1.0929,0.1388,1768020,9776825.16,7104000000.0,7069707660.0
2017-12-18,'002550,«ß∫Ï÷∆“©,5.49,5.54,5.48,5.53,5.55,-0.06,-1.0811,0.2596,3306764,18232258.72,7027200000.0,6993278388.0
2017-12-15,'002550,«ß∫Ï÷∆“©,5.55,5.65,5.44,5.45,5.46,0.09,1.6484,0.5168,6583500,36459394.32,7104000000.0,7069707660.0
2017-12-14,'002550,«ß∫Ï÷∆“©,5.46,5.46,5.42,5.42,5.45,0.01,0.1835,0.2626,3345120,18184232.4,6988800000.0,6955063752.0
