ÈÕÆÚ,¹ÉÆ±´úÂë,Ãû³Æ,ÊÕÅÌ¼Û,×î¸ß¼Û,×îµÍ¼Û,¿ªÅÌ¼Û,Ç°ÊÕÅÌ,ÕÇµø¶î,ÕÇµø·ù,»»ÊÖÂÊ,³É½»Á¿,³É½»½ð¶î,×ÜÊÐÖµ,Á÷Í¨ÊÐÖµ
2018-01-16,'000955,ÐÀÁú¿Ø¹É,6.7,6.76,6.63,6.68,6.66,0.04,0.6006,1.2651,6811301,45545232.71,3607246500.0,3607246500.0
2018-01-15,'000955,ÐÀÁú¿Ø¹É,6.66,6.73,6.6,6.69,6.71,-0.05,-0.7452,1.0369,5582700,37283488.11,3585710700.0,3585710700.0
2018-01-12,'000955,ÐÀÁú¿Ø¹É,6.71,6.82,6.64,6.74,6.75,-0.04,-0.5926,1.6739,9012400,60705859.34,3612630450.0,3612630450.0
2018-01-11,'000955,ÐÀÁú¿Ø¹É,6.75,6.8,6.65,6.7,6.73,0.02,0.2972,0.6119,3294181,22185353.69,3634166250.0,3634166250.0
2018-01-10,'000955,ÐÀÁú¿Ø¹É,6.73,6.77,6.64,6.64,6.72,0.01,0.1488,0.502,2702500,18100375.0,3623398350.0,3623398350.0
2018-01-09,'000955,ÐÀÁú¿Ø¹É,6.72,6.88,6.64,6.8,6.81,-0.09,-1.3216,1.009,5432230,36527660.11,3618014400.0,3618014400.0
2018-01-08,'000955,ÐÀÁú¿Ø¹É,6.81,6.94,6.72,6.94,6.85,-0.04,-0.5839,0.894,4813390,32715534.3,3666469950.0,3666469950.0
2018-01-05,'000955,ÐÀÁú¿Ø¹É,6.85,6.94,6.74,6.8,6.8,0.05,0.7353,0.9841,5298151,36262929.62,3688005750.0,3688005750.0
2018-01-04,'000955,ÐÀÁú¿Ø¹É,6.8,6.85,6.71,6.75,6.79,0.01,0.1473,0.7049,3795415,25667809.85,3661086000.0,3661086000.0
2018-01-03,'000955,ÐÀÁú¿Ø¹É,6.79,6.88,6.7,6.7,6.71,0.08,1.1923,0.5959,3208077,21777258.81,3655702050.0,3655702050.0
2018-01-02,'000955,ÐÀÁú¿Ø¹É,6.71,6.76,6.65,6.76,6.76,-0.05,-0.7396,0.47,2530550,16937236.52,3612630450.0,3612630450.0
2017-12-29,'000955,ÐÀÁú¿Ø¹É,6.76,6.77,6.67,6.72,6.73,0.03,0.4458,0.3838,2066300,13902466.81,3639550200.0,3639550200.0
2017-12-28,'000955,ÐÀÁú¿Ø¹É,6.73,6.77,6.68,6.7,6.74,-0.01,-0.1484,0.318,1712100,11495798.1,3623398350.0,3623398350.0
2017-12-27,'000955,ÐÀÁú¿Ø¹É,6.74,6.83,6.66,6.69,6.72,0.02,0.2976,0.6499,3498900,23551918.9,3628782300.0,3628782300.0
2017-12-26,'000955,ÐÀÁú¿Ø¹É,6.72,6.78,6.6,6.76,6.76,-0.04,-0.5917,0.8903,4793591,32086739.35,3618014400.0,3618014400.0
2017-12-25,'000955,ÐÀÁú¿Ø¹É,6.76,6.88,6.74,6.85,6.84,-0.08,-1.1696,0.4114,2214854,15020931.96,3639550200.0,3639550200.0
