ÈÕÆÚ,¹ÉÆ±´úÂë,Ãû³Æ,ÊÕÅÌ¼Û,×î¸ß¼Û,×îµÍ¼Û,¿ªÅÌ¼Û,Ç°ÊÕÅÌ,ÕÇµø¶î,ÕÇµø·ù,»»ÊÖÂÊ,³É½»Á¿,³É½»½ð¶î,×ÜÊÐÖµ,Á÷Í¨ÊÐÖµ
2017-12-22,'300083,¾¢Ê¤ÖÇÄÜ,7.86,7.96,7.77,7.87,7.85,0.01,0.1274,0.8969,10928489,85825098.43,11254463364.5,9577135057.2
2017-12-21,'300083,¾¢Ê¤ÖÇÄÜ,7.85,7.87,7.66,7.72,7.7,0.15,1.9481,1.369,15507815,121208355.33,11240144708.8,8892066933.0
2017-12-20,'300083,¾¢Ê¤ÖÇÄÜ,7.7,7.88,7.64,7.64,7.7,0.0,0.0,1.5367,17407205,135783542.61,11025364873.6,8722154826.0
2017-12-19,'300083,¾¢Ê¤ÖÇÄÜ,7.7,7.72,7.54,7.6,7.59,0.11,1.4493,1.0099,11439252,87744846.4,11025364873.6,8722154826.0
2017-12-18,'300083,¾¢Ê¤ÖÇÄÜ,7.59,7.67,7.36,7.66,7.67,-0.08,-1.043,1.2913,14627604,109956670.12,10867859661.1,8597552614.2
2017-12-15,'300083,¾¢Ê¤ÖÇÄÜ,7.67,7.78,7.66,7.69,7.68,-0.01,-0.1302,0.7687,8707061,67168087.14,10982408906.6,8688172404.6
2017-12-14,'300083,¾¢Ê¤ÖÇÄÜ,7.68,7.87,7.66,7.87,7.85,-0.17,-2.1656,1.1093,12565111,97245849.21,10996727562.2,8699499878.4
2017-12-13,'300083,¾¢Ê¤ÖÇÄÜ,7.85,7.91,7.78,7.8,7.86,-0.01,-0.1272,1.0043,11376640,89182680.3,11240144708.8,8892066933.0
2017-12-12,'300083,¾¢Ê¤ÖÇÄÜ,7.86,7.98,7.8,7.84,7.84,0.02,0.2551,1.1425,12941779,102206536.73,11254463364.5,8903394406.8
2017-12-11,'300083,¾¢Ê¤ÖÇÄÜ,7.84,7.9,7.77,7.82,7.86,-0.02,-0.2545,1.3273,15035507,117667314.3,11225826053.1,8880739459.2
